This is Dataplot data file     LIU.DAT
Error in 5-bit DAC (Digital-to-Analog Converter)
Hung-Kung Liu and Gene Huang (NIST)
HELP (High-Dimensional Empirical Linear Prediction)
Response variable      = error in 5-bit DAC process
Number of observations = 2**5 settings x 88 devices = 2816
Number of variables per line image =  8
Order of variables on a line image--
   1. Response variable Y = conversion error in 5-bit DAC
   2. Factor 1 = bit 1 (0 = off and 1 = on)
   3. Factor 2 = bit 2 (0 = off and 1 = on)
   4. Factor 3 = bit 3 (0 = off and 1 = on)
   5. Factor 4 = bit 4 (0 = off and 1 = on)
   6. Factor 5 = bit 5 (0 = off and 1 = on)
   7. Factor 6 = derived joint setting from X1 to X5 (1 to 32)
   8. Factor 7 = device (1 to 88)
To read this file into dataplot--
   SKIP 25
   READ LIU.DAT Y X1 X2 X3 X4 X5 SETTING DEVICE
 
 
 
   DAC      Bit  Bit  Bit  Bit  Bit  Setting     Device
-0.560826    0    1    1    1    1     17         42
-0.550091    0    1    1    1    0     18         42
-0.633015    0    1    1    0    1     19         42
-0.606670    0    1    1    0    0     20         42
-0.673985    0    0    0    1    1     21         42
-0.624225    0    0    0    1    0     22         42
-0.730564    0    0    0    0    1     23         42
-0.649585    0    0    0    0    0     24         42
-0.689581    0    1    1    1    1     25         42
-0.682749    0    1    1    1    0     26         42
-0.777380    0    1    1    0    1     27         42
-0.712011    0    1    1    0    0     28         42
-0.783228    0    0    0    1    1     29         42
-0.756883    0    0    0    1    0     30         42
-0.839807    0    0    0    0    1     31         42
-0.793950    0    0    0    0    0     32         42
-0.440109    1    1    1    1    1      1         43
-0.405967    1    1    1    1    0      2         43
-0.492799    1    1    1    0    1      3         43
-0.431339    1    1    1    0    0      4         43
-0.506465    1    0    0    1    1      5         43
-0.487932    1    0    0    1    0      6         43
-0.570862    1    0    0    0    1      7         43
-0.513305    1    0    0    0    0      8         43
-0.576723    1    1    1    1    1      9         43
-0.530873    1    1    1    1    0     10         43
-0.609900    1    1    1    0    1     11         43
-0.564051    1    1    1    0    0     12         43
-0.650883    1    0    0    1    1     13         43
-0.620643    1    0    0    1    0     14         43
-0.719183    1    0    0    0    1     15         43
-0.653821    1    0    0    0    0     16         43
-0.623580    0    1    1    1    1     17         43
-0.620657    0    1    1    1    0     18         43
-0.715295    0    1    1    0    1     19         43
-0.646030    0    1    1    0    0     20         43
-0.752375    0    0    0    1    1     21         43
-0.718232    0    0    0    1    0     22         43
-0.793357    0    0    0    0    1     23         43
-0.755312    0    0    0    0    0     24         43
-0.803121    0    1    1    1    1     25         43
-0.776783    0    1    1    1    0     26         43
-0.871420    0    1    1    0    1     27         43
-0.825570    0    1    1    0    0     28         43
-0.873379    0    0    0    1    1     29         43
-0.831431    0    0    0    1    0     30         43
-0.945581    0    0    0    0    1     31         43
-0.907535    0    0    0    0    0     32         43
-0.322799    1    1    1    1    1      1         44
-0.280843    1    1    1    1    0      2         44
-0.379376    1    1    1    0    1      3         44
-0.325713    1    1    1    0    0      4         44
-0.396929    1    0    0    1    1      5         44
-0.335461    1    0    0    1    0      6         44
-0.391067    1    0    0    0    1      7         44
-0.399843    1    0    0    0    0      8         44
-0.412522    1    1    1    1    1      9         44
-0.378371    1    1    1    1    0     10         44
-0.473002    1    1    1    0    1     11         44
-0.407632    1    1    1    0    0     12         44
-0.471042    1    0    0    1    1     13         44
-0.436892    1    0    0    1    0     14         44
-0.543229    1    0    0    0    1     15         44
-0.462249    1    0    0    0    0     16         44
-0.494440    0    1    1    1    1     17         44
-0.429070    0    1    1    1    0     18         44
-0.527603    0    1    1    0    1     19         44
-0.477842    0    1    1    0    0     20         44
-0.521741    0    0    0    1    1     21         44
-0.511005    0    0    0    1    0     22         44
-0.609538    0    0    0    0    1     23         44
-0.528558    0    0    0    0    0     24         44
-0.549041    0    1    1    1    1     25         44
-0.499281    0    1    1    1    0     26         44
-0.644643    0    1    1    0    1     27         44
-0.559761    0    1    1    0    0     28         44
-0.654391    0    0    0    1    1     29         44
-0.635850    0    0    0    1    0     30         44
-0.687554    0    0    0    0    1     31         44
-0.672915    0    0    0    0    0     32         44
-0.351062    1    1    1    1    1      1         45
-0.316943    1    1    1    1    0      2         45
-0.356968    1    1    1    0    1      3         45
-0.377482    1    1    1    0    0      4         45
-0.394094    1    0    0    1    1      5         45
-0.418510    1    0    0    1    0      6         45
-0.493657    1    0    0    0    1      7         45
-0.412710    1    0    0    0    0      8         45
-0.499564    1    1    1    1    1      9         45
-0.445933    1    1    1    1    0     10         45
-0.548396    1    1    1    0    1     11         45
-0.490863    1    1    1    0    0     12         45
-0.569912    1    0    0    1    1     13         45
-0.547501    1    0    0    1    0     14         45
-0.587526    1    0    0    0    1     15         45
-0.580724    1    0    0    0    0     16         45
-0.554410    0    1    1    1    1     17         45
-0.496877    0    1    1    1    0     18         45
-0.622754    0    1    1    0    1     19         45
-0.573026    0    1    1    0    0     20         45
-0.636466    0    0    0    1    1     21         45
-0.625761    0    0    0    1    0     22         45
-0.704810    0    0    0    0    1     23         45
-0.658984    0    0    0    0    0     24         45
-0.699010    0    1    1    1    1     25         45
-0.590746    0    1    1    1    0     26         45
-0.712721    0    1    1    0    1     27         45
-0.698114    0    1    1    0    0     28         45
-0.753749    0    0    0    1    1     29         45
-0.739142    0    0    0    1    0     30         45
-0.818191    0    0    0    0    1     31         45
-0.784072    0    0    0    0    0     32         45
-0.476902    1    1    1    1    1      1         46
-0.466100    1    1    1    1    0      2         46
-0.552865    1    1    1    0    1      3         46
-0.499133    1    1    1    0    0      4         46
-0.581997    1    0    0    1    1      5         46
-0.555584    1    0    0    1    0      6         46
-0.626739    1    0    0    0    1      7         46
-0.619839    1    0    0    0    0      8         46
-0.648064    1    1    1    1    1      9         46
-0.629457    1    1    1    1    0     10         46
-0.696709    1    1    1    0    1     11         46
-0.666394    1    1    1    0    0     12         46
-0.721938    1    0    0    1    1     13         46
-0.695525    1    0    0    1    0     14         46
-0.758874    1    0    0    0    1     15         46
-0.732462    1    0    0    0    0     16         46
-0.741173    0    1    1    1    1     17         46
-0.734274    0    1    1    1    0     18         46
-0.793720    0    1    1    0    1     19         46
-0.779016    0    1    1    0    0     20         46
-0.873587    0    0    0    1    1     21         46
-0.792536    0    0    0    1    0     22         46
-0.906621    0    0    0    0    1     23         46
-0.852889    0    0    0    0    0     24         46
-0.912336    0    1    1    1    1     25         46
-0.878118    0    1    1    1    0     26         46
-0.925856    0    1    1    0    1     27         46
-0.922860    0    1    1    0    0     28         46
-0.966696    0    0    0    1    1     29         46
-0.971505    0    0    0    1    0     30         46
-1.046562    0    0    0    0    1     31         46
-0.969414    0    0    0    0    0     32         46
-0.297167    1    1    1    1    1      1         47
-0.251367    1    1    1    1    0      2         47
-0.342145    1    1    1    0    1      3         47
-0.347073    1    1    1    0    0      4         47
-0.348100    1    0    0    1    1      5         47
-0.380344    1    0    0    1    0      6         47
-0.451610    1    0    0    0    1      7         47
-0.378494    1    0    0    0    0      8         47
-0.422445    1    1    1    1    1      9         47
-0.353231    1    1    1    1    0     10         47
-0.479129    1    1    1    0    1     11         47
-0.429426    1    1    1    0    0     12         47
-0.496791    1    0    0    1    1     13         47
-0.462697    1    0    0    1    0     14         47
-0.518354    1    0    0    0    1     15         47
-0.453043    1    0    0    0    0     16         47
-0.481385    0    1    1    1    1     17         47
-0.419975    0    1    1    1    0     18         47
-0.530264    0    1    1    0    1     19         47
-0.535193    0    1    1    0    0     20         47
-0.532317    0    0    0    1    1     21         47
-0.525539    0    0    0    1    0     22         47
-0.581196    0    0    0    0    1     23         47
-0.562711    0    0    0    0    0     24         47
-0.594956    0    1    1    1    1     25         47
-0.553057    0    1    1    1    0     26         47
-0.608715    0    1    1    0    1     27         47
-0.582425    0    1    1    0    0     28         47
-0.653692    0    0    0    1    1     29         47
-0.623500    0    0    0    1    0     30         47
-0.737692    0    0    0    0    1     31         47
-0.672380    0    0    0    0    0     32         47
 0.248614    1    1    1    1    1      1         48
 0.157821    1    1    1    1    0      2         48
 0.230919    1    1    1    0    1      3         48
 0.116712    1    1    1    0    0      4         48
 0.174202    1    0    0    1    1      5         48
 0.099017    1    0    0    1    0      6         48
 0.125289    1    0    0    0    1      7         48
 0.057909    1    0    0    0    0      8         48
 0.193442    1    1    1    1    1      9         48
 0.118257    1    1    1    1    0     10         48
 0.175746    1    1    1    0    1     11         48
 0.084953    1    1    1    0    0     12         48
 0.126834    1    0    0    1    1     13         48
 0.071160    1    0    0    1    0     14         48
 0.113040    1    0    0    0    1     15         48
 0.018345    1    0    0    0    0     16         48
 0.274845    0    1    1    1    1     17         48
 0.191856    0    1    1    1    0     18         48
 0.261052    0    1    1    0    1     19         48
 0.193672    0    1    1    0    0     20         48
 0.204335    0    0    0    1    1     21         48
 0.136955    0    0    0    1    0     22         48
 0.225661    0    0    0    0    1     23         48
 0.111455    0    0    0    0    0     24         48
 0.278205    0    1    1    1    1     25         48
 0.156195    0    1    1    1    0     26         48
 0.237097    0    1    1    0    1     27         48
 0.158010    0    1    1    0    0     28         48
 0.176478    0    0    0    1    1     29         48
 0.089587    0    0    0    1    0     30         48
 0.166587    0    0    0    0    1     31         48
 0.095304    0    0    0    0    0     32         48
 0.289051    1    1    1    1    1      1         49
 0.192071    1    1    1    1    0      2         49
 0.278822    1    1    1    0    1      3         49
 0.174023    1    1    1    0    0      4         49
 0.217774    1    0    0    1    1      5         49
 0.116884    1    0    0    1    0      6         49
 0.211454    1    0    0    0    1      7         49
 0.122292    1    0    0    0    0      8         49
 0.228589    1    1    1    1    1      9         49
 0.170701    1    1    1    1    0     10         49
 0.218360    1    1    1    0    1     11         49
 0.152653    1    1    1    0    0     12         49
 0.165130    1    0    0    1    1     13         49
 0.130697    1    0    0    1    0     14         49
 0.170538    1    0    0    0    1     15         49
 0.069648    1    0    0    0    0     16         49
 0.363586    0    1    1    1    1     17         49
 0.297879    0    1    1    1    0     18         49
 0.345538    0    1    1    0    1     19         49
 0.268104    0    1    1    0    0     20         49
 0.304036    0    0    0    1    1     21         49
 0.214874    0    0    0    1    0     22         49
 0.266443    0    0    0    0    1     23         49
 0.200736    0    0    0    0    0     24         49
 0.330488    0    1    1    1    1     25         49
 0.249145    0    1    1    1    0     26         49
 0.316350    0    1    1    0    1     27         49
 0.199824    0    1    1    0    0     28         49
 0.270938    0    0    0    1    1     29         49
 0.158321    0    0    0    1    0     30         49
 0.241163    0    0    0    0    1     31         49
 0.163729    0    0    0    0    0     32         49
 0.151787    1    1    1    1    1      1         50
 0.072837    1    1    1    1    0      2         50
 0.114873    1    1    1    0    1      3         50
 0.063242    1    1    1    0    0      4         50
 0.124792    1    0    0    1    1      5         50
 0.006814    1    0    0    1    0      6         50
 0.033239    1    0    0    0    1      7         50
 0.001122    1    0    0    0    0      8         50
 0.101698    1    1    1    1    1      9         50
 0.007138    1    1    1    1    0     10         50
 0.053076    1    1    1    0    1     11         50
-0.033680    1    1    1    0    0     12         50
 0.039578    1    0    0    1    1     13         50
-0.062789    1    0    0    1    0     14         50
-0.028559    1    0    0    0    1     15         50
-0.119217    1    0    0    0    0     16         50
 0.196012    0    1    1    1    1     17         50
 0.074131    0    1    1    1    0     18         50
 0.159097    0    1    1    0    1     19         50
 0.045022    0    1    1    0    0     20         50
 0.110474    0    0    0    1    1     21         50
-0.019211    0    0    0    1    0     22         50
 0.089171    0    0    0    0    1     23         50
-0.028806    0    0    0    0    0     24         50
 0.110798    0    1    1    1    1     25         50
 0.008431    0    1    1    1    0     26         50
 0.085592    0    1    1    0    1     27         50
-0.024580    0    1    1    0    0     28         50
 0.040872    0    0    0    1    1     29         50
-0.057592    0    0    0    1    0     30         50
-0.027265    0    0    0    0    1     31         50
-0.098409    0    0    0    0    0     32         50
 0.355447    1    1    1    1    1      1         51
 0.274102    1    1    1    1    0      2         51
 0.329578    1    1    1    0    1      3         51
 0.224777    1    1    1    0    0      4         51
 0.280253    1    0    0    1    1      5         51
 0.191090    1    0    0    1    0      6         51
 0.254384    1    0    0    0    1      7         51
 0.157402    1    0    0    0    0      8         51
 0.365335    1    1    1    1    1      9         51
 0.221443    1    1    1    1    0     10         51
 0.265191    1    1    1    0    1     11         51
 0.183846    1    1    1    0    0     12         51
 0.286232    1    0    0    1    1     13         51
 0.150158    1    0    0    1    0     14         51
 0.209543    1    0    0    0    1     15         51
 0.136016    1    0    0    0    0     16         51
 0.457315    0    1    1    1    1     17         51
 0.301696    0    1    1    1    0     18         51
 0.411900    0    1    1    0    1     19         51
 0.303191    0    1    1    0    0     20         51
 0.386031    0    0    0    1    1     21         51
 0.242139    0    0    0    1    0     22         51
 0.336706    0    0    0    0    1     23         51
 0.263179    0    0    0    0    0     24         51
 0.381202    0    1    1    1    1     25         51
 0.338948    0    1    1    1    0     26         51
 0.367060    0    1    1    0    1     27         51
 0.277896    0    1    1    0    0     28         51
 0.313826    0    0    0    1    1     29         51
 0.255936    0    0    0    1    0     30         51
 0.315321    0    0    0    0    1     31         51
 0.198793    0    0    0    0    0     32         51
 0.245725    1    1    1    1    1      1         52
 0.100436    1    1    1    1    0      2         52
 0.247856    1    1    1    0    1      3         52
 0.094761    1    1    1    0    0      4         52
 0.179736    1    0    0    1    1      5         52
 0.100794    1    0    0    1    0      6         52
 0.162353    1    0    0    0    1      7         52
 0.075605    1    0    0    0    0      8         52
 0.191803    1    1    1    1    1      9         52
 0.108958    1    1    1    1    0     10         52
 0.205641    1    1    1    0    1     11         52
 0.095477    1    1    1    0    0     12         52
 0.172647    1    0    0    1    1     13         52
 0.093705    1    0    0    1    0     14         52
 0.124041    1    0    0    0    1     15         52
 0.041197    1    0    0    0    0     16         52
 0.317408    0    1    1    1    1     17         52
 0.207244    0    1    1    1    0     18         52
 0.280511    0    1    1    0    1     19         52
 0.170347    0    1    1    0    0     20         52
 0.220197    0    0    0    1    1     21         52
 0.156866    0    0    0    1    0     22         52
 0.230133    0    0    0    0    1     23         52
 0.139483    0    0    0    0    0     24         52
 0.267389    0    1    1    1    1     25         52
 0.168933    0    1    1    1    0     26         52
 0.265616    0    1    1    0    1     27         52
 0.139841    0    1    1    0    0     28         52
 0.220913    0    0    0    1    1     29         52
 0.102944    0    0    0    1    0     30         52
 0.172308    0    0    0    0    1     31         52
 0.128491    0    0    0    0    0     32         52
 0.186897    1    1    1    1    1      1         53
 0.057211    1    1    1    1    0      2         53
 0.138274    1    1    1    0    1      3         53
 0.020296    1    1    1    0    0      4         53
 0.081845    1    0    0    1    1      5         53
 0.034116    1    0    0    1    0      6         53
 0.029318    1    0    0    0    1      7         53
-0.034021    1    0    0    0    0      8         53
 0.101680    1    1    1    1    1      9         53
 0.003216    1    1    1    1    0     10         53
 0.053056    1    1    1    0    1     11         53
-0.006380    1    1    1    0    0     12         53
 0.039557    1    0    0    1    1     13         53
-0.078420    1    0    0    1    0     14         53
-0.016872    1    0    0    0    1     15         53
-0.068503    1    0    0    0    0     16         53
 0.199892    0    1    1    1    1     17         53
 0.085817    0    1    1    1    0     18         53
 0.159074    0    1    1    0    1     19         53
 0.037193    0    1    1    0    0     20         53
 0.161186    0    0    0    1    1     21         53
 0.031500    0    0    0    1    0     22         53
 0.100854    0    0    0    0    1     23         53
-0.021027    0    0    0    0    0     24         53
 0.149799    0    1    1    1    1     25         53
 0.039627    0    1    1    1    0     26         53
 0.085565    0    1    1    0    1     27         53
 0.006614    0    1    1    0    0     28         53
 0.052552    0    0    0    1    1     29         53
 0.000921    0    0    0    1    0     30         53
 0.003928    0    0    0    0    1     31         53
-0.039897    0    0    0    0    0     32         53
 0.184012    1    1    1    1    1      1         54
 0.112898    1    1    1    1    0      2         54
 0.147161    1    1    1    0    1      3         54
 0.087755    1    1    1    0    0      4         54
 0.110310    1    0    0    1    1      5         54
 0.043098    1    0    0    1    0      6         54
 0.092973    1    0    0    0    1      7         54
-0.009365    1    0    0    0    0      8         54
 0.173208    1    1    1    1    1      9         54
 0.055259    1    1    1    1    0     10         54
 0.101231    1    1    1    0    1     11         54
 0.018407    1    1    1    0    0     12         54
 0.064379    1    0    0    1    1     13         54
 0.004973    1    0    0    1    0     14         54
 0.035334    1    0    0    0    1     15         54
-0.102130    1    0    0    0    0     16         54
 0.220947    0    1    1    1    1     17         54
 0.106900    0    1    1    1    0     18         54
 0.180192    0    1    1    0    1     19         54
 0.066146    0    1    1    0    0     20         54
 0.119924    0    0    0    1    1     21         54
 0.041004    0    0    0    1    0     22         54
 0.102587    0    0    0    0    1     23         54
 0.015861    0    0    0    0    0     24         54
 0.182822    0    1    1    1    1     25         54
 0.057067    0    1    1    1    0     26         54
 0.106942    0    1    1    0    1     27         54
 0.028022    0    1    1    0    0     28         54
 0.109119    0    0    0    1    1     29         54
-0.012733    0    0    0    1    0     30         54
 0.052754    0    0    0    0    1     31         54
-0.026167    0    0    0    0    0     32         54
 0.226382    1    1    1    1    1      1         55
 0.120126    1    1    1    1    0      2         55
 0.127051    1    1    1    0    1      3         55
 0.106656    1    1    1    0    0      4         55
 0.125289    1    0    0    1    1      5         55
 0.046352    1    0    0    1    0      6         55
 0.084500    1    0    0    0    1      7         55
-0.013951    1    0    0    0    0      8         55
 0.180309    1    1    1    1    1      9         55
 0.042830    1    1    1    1    0     10         55
 0.080977    1    1    1    0    1     11         55
 0.021555    1    1    1    0    0     12         55
 0.087022    1    0    0    1    1     13         55
-0.003624    1    0    0    1    0     14         55
 0.046232    1    0    0    0    1     15         55
-0.036607    1    0    0    0    0     16         55
 0.220097    0    1    1    1    1     17         55
 0.137258    0    1    1    1    0     18         55
 0.175405    0    1    1    0    1     19         55
 0.069149    0    1    1    0    0     20         55
 0.146324    0    0    0    1    1     21         55
 0.040068    0    0    0    1    0     22         55
 0.117243    0    0    0    0    1     23         55
 0.046112    0    0    0    0    0     24         55
 0.197441    0    1    1    1    1     25         55
 0.059962    0    1    1    1    0     26         55
 0.121526    0    1    1    0    1     27         55
 0.062103    0    1    1    0    0     28         55
 0.100251    0    0    0    1    1     29         55
-0.009909    0    0    0    1    0     30         55
 0.071170    0    0    0    0    1     31         55
-0.046795    0    0    0    0    0     32         55
 0.331157    1    1    1    1    1      1         56
 0.205370    1    1    1    1    0      2         56
 0.313747    1    1    1    0    1      3         56
 0.215279    1    1    1    0    0      4         56
 0.304142    1    0    0    1    1      5         56
 0.193965    1    0    0    1    0      6         56
 0.298439    1    0    0    0    1      7         56
 0.211679    1    0    0    0    0      8         56
 0.323959    1    1    1    1    1      9         56
 0.248907    1    1    1    1    0     10         56
 0.322159    1    1    1    0    1     11         56
 0.239302    1    1    1    0    0     12         56
 0.296943    1    0    0    1    1     13         56
 0.233600    1    0    0    1    0     14         56
 0.279533    1    0    0    0    1     15         56
 0.208384    1    0    0    0    0     16         56
 0.492383    0    1    1    1    1     17         56
 0.362693    0    1    1    1    0     18         56
 0.463265    0    1    1    0    1     19         56
 0.356991    0    1    1    0    0     20         56
 0.414632    0    0    0    1    1     21         56
 0.359094    0    0    0    1    0     22         56
 0.412832    0    0    0    0    1     23         56
 0.326072    0    0    0    0    0     24         56
 0.453963    0    1    1    1    1     25         56
 0.425744    0    1    1    1    0     26         56
 0.448261    0    1    1    0    1     27         56
 0.396625    0    1    1    0    0     28         56
 0.419142    0    0    0    1    1     29         56
 0.363604    0    0    0    1    0     30         56
 0.409537    0    0    0    0    1     31         56
 0.334485    0    0    0    0    0     32         56
 0.271975    1    1    1    1    1      1         57
 0.165572    1    1    1    1    0      2         57
 0.234766    1    1    1    0    1      3         57
 0.136166    1    1    1    0    0      4         57
 0.205361    1    0    0    1    1      5         57
 0.114566    1    0    0    1    0      6         57
 0.156445    1    0    0    0    1      7         57
 0.092965    1    0    0    0    0      8         57
 0.244104    1    1    1    1    1      9         57
 0.137701    1    1    1    1    0     10         57
 0.199091    1    1    1    0    1     11         57
 0.112198    1    1    1    0    0     12         57
 0.197001    1    0    0    1    1     13         57
 0.071086    1    0    0    1    0     14         57
 0.155889    1    0    0    0    1     15         57
 0.037779    1    0    0    0    0     16         57
 0.321592    0    1    1    1    1     17         57
 0.222993    0    1    1    1    0     18         57
 0.292187    0    1    1    0    1     19         57
 0.197490    0    1    1    0    0     20         57
 0.266684    0    0    0    1    1     21         57
 0.179792    0    0    0    1    0     22         57
 0.225573    0    0    0    0    1     23         57
 0.134778    0    0    0    0    0     24         57
 0.293722    0    1    1    1    1     25         57
 0.202927    0    1    1    1    0     26         57
 0.244806    0    1    1    0    1     27         57
 0.181326    0    1    1    0    0     28         57
 0.215401    0    0    0    1    1     29         57
 0.140215    0    0    0    1    0     30         57
 0.158680    0    0    0    0    1     31         57
 0.106907    0    0    0    0    0     32         57
 0.257034    1    1    1    1    1      1         58
 0.203032    1    1    1    1    0      2         58
 0.258484    1    1    1    0    1      3         58
 0.177119    1    1    1    0    0      4         58
 0.236481    1    0    0    1    1      5         58
 0.131661    1    0    0    1    0      6         58
 0.187114    1    0    0    0    1      7         58
 0.074476    1    0    0    0    0      8         58
 0.239383    1    1    1    1    1      9         58
 0.130654    1    1    1    1    0     10         58
 0.186106    1    1    1    0    1     11         58
 0.112559    1    1    1    0    0     12         58
 0.160194    1    0    0    1    1     13         58
 0.047556    1    0    0    1    0     14         58
 0.130372    1    0    0    0    1     15         58
 0.041188    1    0    0    0    0     16         58
 0.323368    0    1    1    1    1     17         58
 0.242002    0    1    1    1    0     18         58
 0.317000    0    1    1    0    1     19         58
 0.192635    0    1    1    0    0     20         58
 0.244179    0    0    0    1    1     21         58
 0.158904    0    0    0    1    0     22         58
 0.249539    0    0    0    0    1     23         58
 0.129083    0    0    0    0    0     24         58
 0.290080    0    1    1    1    1     25         58
 0.220442    0    1    1    1    0     26         58
 0.228986    0    1    1    0    1     27         58
 0.167166    0    1    1    0    0     28         58
 0.238255    0    0    0    1    1     29         58
 0.117799    0    0    0    1    0     30         58
 0.141979    0    0    0    0    1     31         58
 0.076250    0    0    0    0    0     32         58
 0.346286    1    1    1    1    1      1         59
 0.233630    1    1    1    1    0      2         59
 0.289060    1    1    1    0    1      3         59
 0.270220    1    1    1    0    0      4         59
 0.294378    1    0    0    1    1      5         59
 0.193449    1    0    0    1    0      6         59
 0.213698    1    0    0    0    1      7         59
 0.167495    1    0    0    0    0      8         59
 0.305014    1    1    1    1    1      9         59
 0.227539    1    1    1    1    0     10         59
 0.302514    1    1    1    0    1     11         59
 0.209403    1    1    1    0    0     12         59
 0.268742    1    0    0    1    1     13         59
 0.171721    1    0    0    1    0     14         59
 0.254515    1    0    0    0    1     15         59
 0.137949    1    0    0    0    0     16         59
 0.435738    0    1    1    1    1     17         59
 0.346536    0    1    1    1    0     18         59
 0.433238    0    1    1    0    1     19         59
 0.308854    0    1    1    0    0     20         59
 0.387739    0    0    0    1    1     21         59
 0.306354    0    0    0    1    0     22         59
 0.369603    0    0    0    0    1     23         59
 0.256946    0    0    0    0    0     24         59
 0.437465    0    1    1    1    1     25         59
 0.336535    0    1    1    1    0     26         59
 0.368512    0    1    1    0    1     27         59
 0.298854    0    1    1    0    0     28         59
 0.369921    0    0    0    1    1     29         59
 0.300263    0    0    0    1    0     30         59
 0.355694    0    0    0    0    1     31         59
 0.266491    0    0    0    0    0     32         59
 0.293998    1    1    1    1    1      1         60
 0.168154    1    1    1    1    0      2         60
 0.229628    1    1    1    0    1      3         60
 0.185736    1    1    1    0    0      4         60
 0.227699    1    0    0    1    1      5         60
 0.133075    1    0    0    1    0      6         60
 0.210159    1    0    0    0    1      7         60
 0.127242    1    0    0    0    0      8         60
 0.305792    1    1    1    1    1      9         60
 0.218972    1    1    1    1    0     10         60
 0.237520    1    1    1    0    1     11         60
 0.209238    1    1    1    0    0     12         60
 0.223883    1    0    0    1    1     13         60
 0.164381    1    0    0    1    0     14         60
 0.214149    1    0    0    0    1     15         60
 0.127329    1    0    0    0    0     16         60
 0.360513    0    1    1    1    1     17         60
 0.301011    0    1    1    1    0     18         60
 0.327364    0    1    1    0    1     19         60
 0.263959    0    1    1    0    0     20         60
 0.321532    0    0    0    1    1     21         60
 0.242517    0    0    0    1    0     22         60
 0.284480    0    0    0    0    1     23         60
 0.240588    0    0    0    0    0     24         60
 0.376210    0    1    1    1    1     25         60
 0.297195    0    1    1    1    0     26         60
 0.339158    0    1    1    0    1     27         60
 0.232826    0    1    1    0    0     28         60
 0.325521    0    0    0    1    1     29         60
 0.226994    0    0    0    1    0     30         60
 0.292372    0    0    0    0    1     31         60
 0.236772    0    0    0    0    0     32         60
 0.435469    1    1    1    1    1      1         61
 0.291521    1    1    1    1    0      2         61
 0.378199    1    1    1    0    1      3         61
 0.253795    1    1    1    0    0      4         61
 0.375653    1    0    0    1    1      5         61
 0.294247    1    0    0    1    0      6         61
 0.337926    1    0    0    0    1      7         61
 0.268247    1    0    0    0    0      8         61
 0.413559    1    1    1    1    1      9         61
 0.332153    1    1    1    1    0     10         61
 0.403195    1    1    1    0    1     11         61
 0.325698    1    1    1    0    0     12         61
 0.412376    1    0    0    1    1     13         61
 0.307516    1    0    0    1    0     14         61
 0.347287    1    0    0    0    1     15         61
 0.242428    1    0    0    0    0     16         61
 0.579276    0    1    1    1    1     17         61
 0.462690    0    1    1    1    0     18         61
 0.518096    0    1    1    0    1     19         61
 0.436690    0    1    1    0    0     20         61
 0.503823    0    0    0    1    1     21         61
 0.410691    0    0    0    1    0     22         61
 0.489550    0    0    0    0    1     23         61
 0.427689    0    0    0    0    0     24         61
 0.569092    0    1    1    1    1     25         61
 0.464232    0    1    1    1    0     26         61
 0.543092    0    1    1    0    1     27         61
 0.469504    0    1    1    0    0     28         61
 0.521002    0    0    0    1    1     29         61
 0.427869    0    0    0    1    0     30         61
 0.491093    0    0    0    0    1     31         61
 0.405778    0    0    0    0    0     32         61
 0.277155    1    1    1    1    1      1         62
 0.213713    1    1    1    1    0      2         62
 0.224416    1    1    1    0    1      3         62
 0.153170    1    1    1    0    0      4         62
 0.210701    1    0    0    1    1      5         62
 0.147259    1    0    0    1    0      6         62
 0.208693    1    0    0    0    1      7         62
 0.133544    1    0    0    0    0      8         62
 0.269121    1    1    1    1    1      9         62
 0.182266    1    1    1    1    0     10         62
 0.220285    1    1    1    0    1     11         62
 0.137332    1    1    1    0    0     12         62
 0.226082    1    0    0    1    1     13         62
 0.150933    1    0    0    1    0     14         62
 0.173343    1    0    0    0    1     15         62
 0.137218    1    0    0    0    0     16         62
 0.346939    0    1    1    1    1     17         62
 0.256182    0    1    1    1    0     18         62
 0.321517    0    1    1    0    1     19         62
 0.258076    0    1    1    0    0     20         62
 0.260974    0    0    0    1    1     21         62
 0.244360    0    0    0    1    0     22         62
 0.278477    0    0    0    0    1     23         62
 0.222840    0    0    0    0    0     24         62
 0.338906    0    1    1    1    1     25         62
 0.248148    0    1    1    1    0     26         62
 0.301777    0    1    1    0    1     27         62
 0.242238    0    1    1    0    0     28         62
 0.284159    0    0    0    1    1     29         62
 0.228522    0    0    0    1    0     30         62
 0.258737    0    0    0    0    1     31         62
 0.210905    0    0    0    0    0     32         62
 0.287407    1    1    1    1    1      1         63
 0.186470    1    1    1    1    0      2         63
 0.253619    1    1    1    0    1      3         63
 0.156592    1    1    1    0    0      4         63
 0.266740    1    0    0    1    1      5         63
 0.146258    1    0    0    1    0      6         63
 0.209498    1    0    0    0    1      7         63
 0.116380    1    0    0    0    0      8         63
 0.289071    1    1    1    1    1      9         63
 0.180317    1    1    1    1    0     10         63
 0.235739    1    1    1    0    1     11         63
 0.150438    1    1    1    0    0     12         63
 0.209769    1    0    0    1    1     13         63
 0.112742    1    0    0    1    0     14         63
 0.187709    1    0    0    0    1     15         63
 0.098499    1    0    0    0    0     16         63
 0.404096    0    1    1    1    1     17         63
 0.267978    0    1    1    1    0     18         63
 0.370308    0    1    1    0    1     19         63
 0.257645    0    1    1    0    0     20         63
