This is Dataplot data file   TAAM.DAT
Wafer Thickness
Source--Winsom Taam, Dept. of Math & Stat
Oakland University, MI  248-370-3438    taam@oakland.edu
(Used in presentation by Taam at SEMATECH
Stat Conference, March 31, 1998)
Number of Obervations = 45 wafers x 116 sites/wafer = 5220
Number of variables per line image = 4
Order of variables on a line image--
   1. Response Variable = wafer thickness
   2. Factor 1          = x-position on wafer
   3. Factor 2          = y-position on wafer
   4. Factor 3          = wafer identification (1 to 45)









    Y           XPOS        YPOS       ID
 6679.90        0.45        0.89       23
 6721.90        0.59        0.81       23
 6716.00        0.71        0.71       23
 6708.90        0.81        0.59       23
 6739.40        0.89        0.45       23
 6756.30        0.95        0.31       23
 6739.70        0.99        0.16       23
 6722.90        1.00        0.00       23
 6727.50        0.99       -0.16       23
 6740.80        0.95       -0.31       23
 6748.40        0.89       -0.45       23
 6695.40        0.81       -0.59       23
 6594.20        0.71       -0.71       23
 6738.40        0.59       -0.81       23
 6721.70        0.45       -0.89       23
 6725.90       -0.45       -0.89       23
 6719.80       -0.59       -0.81       23
 6706.00       -0.71       -0.71       23
 6709.10       -0.81       -0.59       23
 6749.70       -0.89       -0.45       23
 6789.50       -0.95       -0.31       23
 6801.50       -0.99       -0.16       23
 6759.10       -1.00        0.00       23
 6810.40       -0.99        0.16       23
 6785.70       -0.95        0.31       23
 6769.10       -0.89        0.45       23
 6721.70       -0.81        0.59       23
 6675.50       -0.71        0.71       23
 6574.60       -0.59        0.81       23
 6685.50       -0.45        0.89       23
 6705.00       -0.31        0.95       23
 6671.00       -0.16        0.99       23

 7052.70        0.00        0.00       24
 7072.10        0.00        0.20       24
 7059.60        0.14        0.14       24
 7045.50        0.20        0.00       24
 7050.50        0.14       -0.14       24
 7033.30        0.00       -0.20       24
 7072.50       -0.14       -0.14       24
 7099.40       -0.20        0.00       24
 7112.10       -0.14        0.14       24
 7010.70        0.00        0.40       24
 6994.80        0.15        0.37       24
 6997.40        0.28        0.28       24
 7037.60        0.37        0.15       24
 7050.50        0.40        0.00       24
 7057.60        0.37       -0.15       24
 7026.60        0.28       -0.28       24
 7012.90        0.15       -0.37       24
 6992.30        0.00       -0.40       24
 7035.70       -0.15       -0.37       24
 7079.30       -0.28       -0.28       24
 7121.30       -0.37       -0.15       24
 7129.00       -0.40        0.00       24
 7121.80       -0.37        0.15       24
 7110.50       -0.28        0.28       24
 7077.30       -0.15        0.37       24
 6933.70        0.00        0.60       24
 6907.20        0.16        0.58       24
 6901.30        0.30        0.52       24
 6964.90        0.42        0.42       24
 7009.90        0.52        0.30       24
 7042.90        0.58        0.16       24
 7036.70        0.60        0.00       24
 7045.50        0.58       -0.16       24
 7049.20        0.52       -0.30       24
 7001.40        0.42       -0.42       24
 6956.30        0.30       -0.52       24
 6918.10        0.16       -0.58       24
 6902.80        0.00       -0.60       24
 6927.60       -0.16       -0.58       24
 6999.40       -0.30       -0.52       24
 7048.50       -0.42       -0.42       24
 7067.20       -0.52       -0.30       24
 7089.80       -0.58       -0.16       24
 7109.50       -0.60        0.00       24
 7106.90       -0.58        0.16       24
 7081.20       -0.52        0.30       24
 7043.50       -0.42        0.42       24
 7015.70       -0.30        0.52       24
 6981.50       -0.16        0.58       24
 6832.90        0.00        0.80       24
 6808.10        0.16        0.78       24
 6806.00        0.31        0.74       24
 6851.90        0.44        0.67       24
 6895.70        0.57        0.57       24
 6917.20        0.67        0.44       24
 6931.00        0.74        0.31       24
 6930.70        0.78        0.16       24
 6901.30        0.80        0.00       24
 6910.20        0.78       -0.16       24
 6950.00        0.74       -0.31       24
 6972.00        0.67       -0.44       24
 6971.00        0.57       -0.57       24
 6956.90        0.44       -0.67       24
 6904.10        0.31       -0.74       24
 6852.30        0.16       -0.78       24
 6822.90        0.00       -0.80       24
 6840.30       -0.16       -0.78       24
 6891.60       -0.31       -0.74       24
 6954.40       -0.44       -0.67       24
 6973.80       -0.57       -0.57       24
 6997.30       -0.67       -0.44       24
 7026.60       -0.74       -0.31       24
 7044.90       -0.78       -0.16       24
 7029.10       -0.80        0.00       24
 7015.70       -0.78        0.16       24
 7009.80       -0.74        0.31       24
 6987.40       -0.67        0.44       24
 6971.00       -0.57        0.57       24
 6938.60       -0.44        0.67       24
 6918.60       -0.31        0.74       24
 6876.80       -0.16        0.78       24
 6695.40        0.00        1.00       24
 6664.00        0.16        0.99       24
 6667.60        0.31        0.95       24
 6704.30        0.45        0.89       24
 6752.20        0.59        0.81       24
 6762.20        0.71        0.71       24
 6742.60        0.81        0.59       24
 6743.30        0.89        0.45       24
 6768.80        0.95        0.31       24
 6768.80        0.99        0.16       24
 6747.30        1.00        0.00       24
 6761.20        0.99       -0.16       24
 6807.10        0.95       -0.31       24
 6826.00        0.89       -0.45       24
 6818.00        0.81       -0.59       24
 6818.00        0.71       -0.71       24
 6855.30        0.59       -0.81       24
 6862.30        0.45       -0.89       24
 6854.30       -0.45       -0.89       24
 6840.50       -0.59       -0.81       24
 6858.90       -0.71       -0.71       24
 6842.40       -0.81       -0.59       24
 6878.80       -0.89       -0.45       24
 6933.50       -0.95       -0.31       24
 6944.50       -0.99       -0.16       24
 6915.10       -1.00        0.00       24
 6891.30       -0.99        0.16       24
 6895.70       -0.95        0.31       24
 6890.30       -0.89        0.45       24
 6846.40       -0.81        0.59       24
 6810.40       -0.71        0.71       24
 6787.20       -0.59        0.81       24
 6784.60       -0.45        0.89       24
 6771.10       -0.31        0.95       24
 6739.40       -0.16        0.99       24

 7032.30        0.00        0.00       25
 7034.50        0.00        0.20       25
 7046.90        0.14        0.14       25
 7033.90        0.20        0.00       25
 7050.50        0.14       -0.14       25
 7033.50        0.00       -0.20       25
 7090.00       -0.14       -0.14       25
 7094.90       -0.20        0.00       25
 7084.90       -0.14        0.14       25
 6999.40        0.00        0.40       25
 6968.00        0.15        0.37       25
 6977.90        0.28        0.28       25
 7024.70        0.37        0.15       25
 7058.00        0.40        0.00       25
 7061.50        0.37       -0.15       25
 7019.60        0.28       -0.28       25
 7005.10        0.15       -0.37       25
 6973.50        0.00       -0.40       25
 7014.10       -0.15       -0.37       25
 7052.50       -0.28       -0.28       25
 7094.80       -0.37       -0.15       25
 7111.10       -0.40        0.00       25
 7100.50       -0.37        0.15       25
 7077.30       -0.28        0.28       25
 7048.20       -0.15        0.37       25
 6918.70        0.00        0.60       25
 6868.90        0.16        0.58       25
 6869.90        0.30        0.52       25
 6968.00        0.42        0.42       25
 7010.90        0.52        0.30       25
 7043.10        0.58        0.16       25
 7048.00        0.60        0.00       25
 7061.50        0.58       -0.16       25
 7057.60        0.52       -0.30       25
 7000.20        0.42       -0.42       25
 6953.40        0.30       -0.52       25
 6924.60        0.16       -0.58       25
 6916.10        0.00       -0.60       25
 6954.50       -0.16       -0.58       25
 7001.90       -0.30       -0.52       25
 7024.90       -0.42       -0.42       25
 7048.00       -0.52       -0.30       25
 7072.10       -0.58       -0.16       25
 7084.30       -0.60        0.00       25
 7075.40       -0.58        0.16       25
 7052.20       -0.52        0.30       25
 7020.30       -0.42        0.42       25
 6996.30       -0.30        0.52       25
 6959.00       -0.16        0.58       25
 6811.10        0.00        0.80       25
 6761.00        0.16        0.78       25
 6778.70        0.31        0.74       25
 6841.80        0.44        0.67       25
 6901.60        0.57        0.57       25
 6923.10        0.67        0.44       25
 6932.70        0.74        0.31       25
 6935.50        0.78        0.16       25
 6919.70        0.80        0.00       25
 6931.60        0.78       -0.16       25
 6975.90        0.74       -0.31       25
 6982.50        0.67       -0.44       25
 6969.00        0.57       -0.57       25
 6948.50        0.44       -0.67       25
 6876.80        0.31       -0.74       25
 6843.40        0.16       -0.78       25
 6848.40        0.00       -0.80       25
 6885.80       -0.16       -0.78       25
 6933.70       -0.31       -0.74       25
 6959.00       -0.44       -0.67       25
 6959.00       -0.57       -0.57       25
 6996.30       -0.67       -0.44       25
 7013.20       -0.74       -0.31       25
 7035.90       -0.78       -0.16       25
 7032.60       -0.80        0.00       25
 7018.60       -0.78        0.16       25
 6996.30       -0.74        0.31       25
 6964.10       -0.67        0.44       25
 6938.60       -0.57        0.57       25
 6905.10       -0.44        0.67       25
 6890.30       -0.31        0.74       25
 6864.80       -0.16        0.78       25
 6686.50        0.00        1.00       25
 6654.10        0.16        0.99       25
 6663.00        0.31        0.95       25
 6709.90        0.45        0.89       25
 6756.30        0.59        0.81       25
 6768.80        0.71        0.71       25
 6740.40        0.81        0.59       25
 6742.20        0.89        0.45       25
 6767.80        0.95        0.31       25
 6775.70        0.99        0.16       25
 6756.30        1.00        0.00       25
 6775.70        0.99       -0.16       25
 6827.50        0.95       -0.31       25
 6839.50        0.89       -0.45       25
 6826.50        0.81       -0.59       25
 6827.50        0.71       -0.71       25
 6852.30        0.59       -0.81       25
 6869.90        0.45       -0.89       25
 6893.30       -0.45       -0.89       25
 6866.80       -0.59       -0.81       25
 6866.80       -0.71       -0.71       25
 6844.40       -0.81       -0.59       25
 6880.30       -0.89       -0.45       25
 6939.60       -0.95       -0.31       25
 6947.50       -0.99       -0.16       25
 6917.10       -1.00        0.00       25
 6905.10       -0.99        0.16       25
 6909.20       -0.95        0.31       25
 6879.80       -0.89        0.45       25
 6819.60       -0.81        0.59       25
 6781.60       -0.71        0.71       25
 6755.10       -0.59        0.81       25
 6756.30       -0.45        0.89       25
 6750.40       -0.31        0.95       25
 6727.80       -0.16        0.99       25

 7098.60        0.00        0.00       26
 7064.20        0.00        0.20       26
 7064.70        0.14        0.14       26
 7079.20        0.20        0.00       26
 7048.00        0.14       -0.14       26
 7072.90        0.00       -0.20       26
 7114.10       -0.14       -0.14       26
 7136.80       -0.20        0.00       26
 7117.20       -0.14        0.14       26
 7014.10        0.00        0.40       26
 6998.20        0.15        0.37       26
 7016.10        0.28        0.28       26
 7073.20        0.37        0.15       26
 7099.50        0.40        0.00       26
 7104.50        0.37       -0.15       26
 7057.60        0.28       -0.28       26
 7039.50        0.15       -0.37       26
 7014.10        0.00       -0.40       26
 7064.20       -0.15       -0.37       26
 7110.20       -0.28       -0.28       26
 7134.90       -0.37       -0.15       26
 7138.80       -0.40        0.00       26
 7139.90       -0.37        0.15       26
 7115.70       -0.28        0.28       26
 7071.70       -0.15        0.37       26
 6913.10        0.00        0.60       26
 6901.30        0.16        0.58       26
 6913.10        0.30        0.52       26
 6975.90        0.42        0.42       26
 7041.10        0.52        0.30       26
 7081.90        0.58        0.16       26
 7093.40        0.60        0.00       26
 7106.60        0.58       -0.16       26
 7099.40        0.52       -0.30       26
 7049.50        0.42       -0.42       26
 6994.30        0.30       -0.52       26
 6957.00        0.16       -0.58       26
 6938.60        0.00       -0.60       26
 7003.90       -0.16       -0.58       26
 7057.00       -0.30       -0.52       26
 7072.90       -0.42       -0.42       26
 7072.90       -0.52       -0.30       26
 7091.90       -0.58       -0.16       26
 7105.30       -0.60        0.00       26
 7107.30       -0.58        0.16       26
 7074.30       -0.52        0.30       26
 7041.10       -0.42        0.42       26
 7012.90       -0.30        0.52       26
 6961.00       -0.16        0.58       26
 6810.40        0.00        0.80       26
 6787.50        0.16        0.78       26
 6789.20        0.31        0.74       26
 6828.50        0.44        0.67       26
 6906.20        0.57        0.57       26
 6936.60        0.67        0.44       26
 6974.90        0.74        0.31       26
 6976.70        0.78        0.16       26
 6963.10        0.80        0.00       26
 6972.50        0.78       -0.16       26
 7004.10        0.74       -0.31       26
 7018.80        0.67       -0.44       26
 7015.70        0.57       -0.57       26
 6993.80        0.44       -0.67       26
 6923.00        0.31       -0.74       26
 6884.70        0.16       -0.78       26
 6842.30        0.00       -0.80       26
 6885.70       -0.16       -0.78       26
 6960.10       -0.31       -0.74       26
 7001.90       -0.44       -0.67       26
 7015.70       -0.57       -0.57       26
 7019.80       -0.67       -0.44       26
 7030.10       -0.74       -0.31       26
 7021.90       -0.78       -0.16       26
 7034.50       -0.80        0.00       26
 7035.50       -0.78        0.16       26
 7042.10       -0.74        0.31       26
 7003.90       -0.67        0.44       26
 6956.00       -0.57        0.57       26
 6903.30       -0.44        0.67       26
 6891.30       -0.31        0.74       26
 6845.40       -0.16        0.78       26
 6677.50        0.00        1.00       26
 6646.20        0.16        0.99       26
 6640.20        0.31        0.95       26
 6678.60        0.45        0.89       26
 6733.70        0.59        0.81       26
 6755.30        0.71        0.71       26
 6751.20        0.81        0.59       26
 6767.80        0.89        0.45       26
 6807.10        0.95        0.31       26
 6809.10        0.99        0.16       26
 6792.50        1.00        0.00       26
 6812.50        0.99       -0.16       26
 6846.40        0.95       -0.31       26
 6870.90        0.89       -0.45       26
 6865.80        0.81       -0.59       26
 6867.80        0.71       -0.71       26
 6902.10        0.59       -0.81       26
 6916.10        0.45       -0.89       26
 6894.20       -0.45       -0.89       26
 6888.30       -0.59       -0.81       26
 6901.80       -0.71       -0.71       26
 6888.30       -0.81       -0.59       26
 6917.10       -0.89       -0.45       26
 6950.10       -0.95       -0.31       26
 6949.40       -0.99       -0.16       26
 6908.20       -1.00        0.00       26
 6902.80       -0.99        0.16       26
 6911.80       -0.95        0.31       26
 6897.20       -0.89        0.45       26
 6850.00       -0.81        0.59       26
 6805.00       -0.71        0.71       26
 6766.10       -0.59        0.81       26
 6754.20       -0.45        0.89       26
 6756.30       -0.31        0.95       26
 6725.90       -0.16        0.99       26

 6987.40        0.00        0.00       27
 6958.00        0.00        0.20       27
 6971.90        0.14        0.14       27
 6994.30        0.20        0.00       27
 7022.60        0.14       -0.14       27
 7006.30        0.00       -0.20       27
 7062.00       -0.14       -0.14       27
 7044.10       -0.20        0.00       27
 7021.70       -0.14        0.14       27
 6876.80        0.00        0.40       27
 6861.30        0.15        0.37       27
 6899.30        0.28        0.28       27
 6971.80        0.37        0.15       27
 7024.00        0.40        0.00       27
 7040.10        0.37       -0.15       27
 7009.20        0.28       -0.28       27
 6975.90        0.15       -0.37       27
 6950.10        0.00       -0.40       27
 7020.80       -0.15       -0.37       27
 7069.40       -0.28       -0.28       27
 7097.60       -0.37       -0.15       27
 7075.30       -0.40        0.00       27
 7053.10       -0.37        0.15       27
 7022.70       -0.28        0.28       27
 6950.00       -0.15        0.37       27
 6774.70        0.00        0.60       27
 6772.20        0.16        0.58       27
 6777.70        0.30        0.52       27
 6845.40        0.42        0.42       27
 6933.00        0.52        0.30       27
 7003.90        0.58        0.16       27
 7035.70        0.60        0.00       27
 7070.20        0.58       -0.16       27
 7062.10        0.52       -0.30       27
 7003.90        0.42       -0.42       27
 6942.10        0.30       -0.52       27
 6919.70        0.16       -0.58       27
 6872.20        0.00       -0.60       27
 6941.10       -0.16       -0.58       27
 7001.40       -0.30       -0.52       27
 7060.00       -0.42       -0.42       27
 7043.10       -0.52       -0.30       27
 7056.60       -0.58       -0.16       27
 7049.70       -0.60        0.00       27
 7030.10       -0.58        0.16       27
 7008.20       -0.52        0.30       27
 6930.70       -0.42        0.42       27
 6881.40       -0.30        0.52       27
 6849.40       -0.16        0.58       27
 6708.90        0.00        0.80       27
 6650.20        0.16        0.78       27
 6692.50        0.31        0.74       27
 6743.30        0.44        0.67       27
 6789.50        0.57        0.57       27
 6835.60        0.67        0.44       27
 6872.90        0.74        0.31       27
 6895.50        0.78        0.16       27
 6913.00        0.80        0.00       27
 6943.10        0.78       -0.16       27
 6984.80        0.74       -0.31       27
 6993.50        0.67       -0.44       27
 6985.70        0.57       -0.57       27
 6954.40        0.44       -0.67       27
 6862.30        0.31       -0.74       27
 6799.20        0.16       -0.78       27
 6794.60        0.00       -0.80       27
 6837.50       -0.16       -0.78       27
 6895.70       -0.31       -0.74       27
 6962.00       -0.44       -0.67       27
 6996.30       -0.57       -0.57       27
 7005.30       -0.67       -0.44       27
 7005.10       -0.74       -0.31       27
 7015.10       -0.78       -0.16       27
 6966.90       -0.80        0.00       27
 6951.10       -0.78        0.16       27
 6964.40       -0.74        0.31       27
 6934.00       -0.67        0.44       27
 6863.30       -0.57        0.57       27
 6818.10       -0.44        0.67       27
 6789.20       -0.31        0.74       27
 6741.60       -0.16        0.78       27
 6609.90        0.00        1.00       27
 6580.40        0.16        0.99       27
 6579.20        0.31        0.95       27
 6608.90        0.45        0.89       27
 6647.20        0.59        0.81       27
 6664.00        0.71        0.71       27
 6645.10        0.81        0.59       27
 6665.00        0.89        0.45       27
 6712.90        0.95        0.31       27
 6736.40        0.99        0.16       27
 6744.30        1.00        0.00       27
 6782.60        0.99       -0.16       27
 6839.50        0.95       -0.31       27
 6855.30        0.89       -0.45       27
 6831.90        0.81       -0.59       27
 6833.40        0.71       -0.71       27
 6850.30        0.59       -0.81       27
 6854.30        0.45       -0.89       27
 6853.30       -0.45       -0.89       27
 6847.40       -0.59       -0.81       27
 6858.90       -0.71       -0.71       27
 6866.80       -0.81       -0.59       27
 6898.20       -0.89       -0.45       27
 6931.60       -0.95       -0.31       27
 6918.10       -0.99       -0.16       27
 6892.30       -1.00        0.00       27
 6848.40       -0.99        0.16       27
 6824.00       -0.95        0.31       27
 6803.00       -0.89        0.45       27
 6774.70       -0.81        0.59       27
 6718.00       -0.71        0.71       27
 6687.50       -0.59        0.81       27
 6676.50       -0.45        0.89       27
 6674.00       -0.31        0.95       27
 6649.20       -0.16        0.99       27

 6976.90        0.00        0.00       28
 6966.90        0.00        0.20       28
 6954.40        0.14        0.14       28
 6946.50        0.20        0.00       28
 6962.90        0.14       -0.14       28
 6954.40        0.00       -0.20       28
 7048.50       -0.14       -0.14       28
 7034.50       -0.20        0.00       28
 7022.70       -0.14        0.14       28
 6918.10        0.00        0.40       28
 6916.10        0.15        0.37       28
 6890.30        0.28        0.28       28
 6939.60        0.37        0.15       28
 6966.90        0.40        0.00       28
 6962.90        0.37       -0.15       28
 6912.80        0.28       -0.28       28
 6900.30        0.15       -0.37       28
 6866.80        0.00       -0.40       28
 6934.60       -0.15       -0.37       28
 7037.90       -0.28       -0.28       28
 7054.60       -0.37       -0.15       28
 7072.00       -0.40        0.00       28
 7053.10       -0.37        0.15       28
 7031.70       -0.28        0.28       28
 7012.90       -0.15        0.37       28
 6872.70        0.00        0.60       28
 6845.40        0.16        0.58       28
 6827.50        0.30        0.52       28
 6871.20        0.42        0.42       28
 6927.60        0.52        0.30       28
 6961.10        0.58        0.16       28
 6958.00        0.60        0.00       28
 6974.50        0.58       -0.16       28
 6978.90        0.52       -0.30       28
 6931.70        0.42       -0.42       28
 6873.80        0.30       -0.52       28
 6835.40        0.16       -0.58       28
 6819.60        0.00       -0.60       28
 6838.50       -0.16       -0.58       28
 6919.70       -0.30       -0.52       28
 6993.00       -0.42       -0.42       28
 7004.80       -0.52       -0.30       28
 7034.50       -0.58       -0.16       28
 7044.90       -0.60        0.00       28
 7030.90       -0.58        0.16       28
 7022.50       -0.52        0.30       28
 6983.80       -0.42        0.42       28
 6954.40       -0.30        0.52       28
 6932.70       -0.16        0.58       28
 6787.70        0.00        0.80       28
 6757.30        0.16        0.78       28
 6761.20        0.31        0.74       28
 6802.50        0.44        0.67       28
 6842.40        0.57        0.57       28
 6867.90        0.67        0.44       28
 6904.10        0.74        0.31       28
 6881.70        0.78        0.16       28
 6858.90        0.80        0.00       28
 6861.90        0.78       -0.16       28
 6887.80        0.74       -0.31       28
 6908.20        0.67       -0.44       28
 6913.10        0.57       -0.57       28
 6890.30        0.44       -0.67       28
 6838.50        0.31       -0.74       28
 6750.70        0.16       -0.78       28
 6723.90        0.00       -0.80       28
 6740.40       -0.16       -0.78       28
 6792.50       -0.31       -0.74       28
 6891.30       -0.44       -0.67       28
 6927.60       -0.57       -0.57       28
 6958.00       -0.67       -0.44       28
 6987.40       -0.74       -0.31       28
 6996.40       -0.78       -0.16       28
 6995.30       -0.80        0.00       28
 6980.50       -0.78        0.16       28
 6983.80       -0.74        0.31       28
 6960.00       -0.67        0.44       28
 6947.50       -0.57        0.57       28
 6896.20       -0.44        0.67       28
 6854.30       -0.31        0.74       28
 6826.50       -0.16        0.78       28
 6643.60        0.00        1.00       28
 6602.80        0.16        0.99       28
 6614.10        0.31        0.95       28
 6643.60        0.45        0.89       28
 6698.10        0.59        0.81       28
 6718.00        0.71        0.71       28
 6699.10        0.81        0.59       28
 6705.00        0.89        0.45       28
 6727.40        0.95        0.31       28
 6736.40        0.99        0.16       28
 6721.70        1.00        0.00       28
 6730.80        0.99       -0.16       28
 6768.80        0.95       -0.31       28
 6778.70        0.89       -0.45       28
 6793.40        0.81       -0.59       28
 6774.00        0.71       -0.71       28
 6779.60        0.59       -0.81       28
 6797.30        0.45       -0.89       28
 6778.70       -0.45       -0.89       28
 6787.50       -0.59       -0.81       28
 6813.00       -0.71       -0.71       28
 6809.10       -0.81       -0.59       28
 6854.30       -0.89       -0.45       28
 6916.10       -0.95       -0.31       28
 6922.70       -0.99       -0.16       28
 6891.30       -1.00        0.00       28
 6848.40       -0.99        0.16       28
 6859.90       -0.95        0.31       28
 6860.90       -0.89        0.45       28
 6820.60       -0.81        0.59       28
 6783.60       -0.71        0.71       28
 6751.20       -0.59        0.81       28
 6735.40       -0.45        0.89       28
 6721.70       -0.31        0.95       28
 6692.50       -0.16        0.99       28

 6995.30        0.00        0.00       29
 6976.90        0.00        0.20       29
 6976.90        0.14        0.14       29
 6977.90        0.20        0.00       29
 6987.40        0.14       -0.14       29
 6971.50        0.00       -0.20       29
 7011.90       -0.14       -0.14       29
 7052.50       -0.20        0.00       29
 7045.50       -0.14        0.14       29
 6919.70        0.00        0.40       29
 6896.20        0.15        0.37       29
 6906.20        0.28        0.28       29
 6950.10        0.37        0.15       29
 7007.30        0.40        0.00       29
 7003.90        0.37       -0.15       29
 6958.00        0.28       -0.28       29
 6921.70        0.15       -0.37       29
 6907.20        0.00       -0.40       29
 6950.10       -0.15       -0.37       29
 7009.90       -0.28       -0.28       29
 7062.30       -0.37       -0.15       29
 7073.30       -0.40        0.00       29
 7054.00       -0.37        0.15       29
 7035.50       -0.28        0.28       29
 6989.20       -0.15        0.37       29
 6850.30        0.00        0.60       29
 6804.00        0.16        0.58       29
 6830.60        0.30        0.52       29
 6871.20        0.42        0.42       29
 6932.50        0.52        0.30       29
 6978.40        0.58        0.16       29
 7015.10        0.60        0.00       29
 7016.10        0.58       -0.16       29
 6999.20        0.52       -0.30       29
 6952.10        0.42       -0.42       29
 6893.60        0.30       -0.52       29
 6827.50        0.16       -0.58       29
 6820.90        0.00       -0.60       29
 6853.30       -0.16       -0.58       29
 6915.10       -0.30       -0.52       29
 6982.50       -0.42       -0.42       29
 7009.80       -0.52       -0.30       29
 7039.60       -0.58       -0.16       29
 7048.00       -0.60        0.00       29
 7048.90       -0.58        0.16       29
 6994.30       -0.52        0.30       29
 6982.80       -0.42        0.42       29
 6938.60       -0.30        0.52       29
 6918.20       -0.16        0.58       29
 6766.10        0.00        0.80       29
 6740.40        0.16        0.78       29
 6745.30        0.31        0.74       29
 6788.70        0.44        0.67       29
 6819.90        0.57        0.57       29
 6854.30        0.67        0.44       29
 6876.80        0.74        0.31       29
 6896.20        0.78        0.16       29
 6907.20        0.80        0.00       29
 6915.10        0.78       -0.16       29
 6930.60        0.74       -0.31       29
 6935.50        0.67       -0.44       29
 6901.30        0.57       -0.57       29
 6901.30        0.44       -0.67       29
 6811.10        0.31       -0.74       29
 6788.20        0.16       -0.78       29
 6748.20        0.00       -0.80       29
 6765.70       -0.16       -0.78       29
 6864.80       -0.31       -0.74       29
 6904.10       -0.44       -0.67       29
 6949.40       -0.57       -0.57       29
 6965.90       -0.67       -0.44       29
 6973.80       -0.74       -0.31       29
 6998.40       -0.78       -0.16       29
 6971.80       -0.80        0.00       29
 6968.00       -0.78        0.16       29
 6959.00       -0.74        0.31       29
 6944.50       -0.67        0.44       29
 6917.10       -0.57        0.57       29
 6868.80       -0.44        0.67       29
 6846.40       -0.31        0.74       29
 6819.60       -0.16        0.78       29
 6685.50        0.00        1.00       29
 6635.70        0.16        0.99       29
 6651.00        0.31        0.95       29
 6655.10        0.45        0.89       29
 6708.90        0.59        0.81       29
 6725.90        0.71        0.71       29
 6711.40        0.81        0.59       29
 6700.00        0.89        0.45       29
 6728.40        0.95        0.31       29
 6739.40        0.99        0.16       29
 6748.40        1.00        0.00       29
 6765.20        0.99       -0.16       29
 6787.70        0.95       -0.31       29
 6815.00        0.89       -0.45       29
 6803.50        0.81       -0.59       29
 6757.30        0.71       -0.71       29
 6790.20        0.59       -0.81       29
 6822.90        0.45       -0.89       29
 6793.60       -0.45       -0.89       29
 6817.00       -0.59       -0.81       29
 6827.00       -0.71       -0.71       29
 6820.60       -0.81       -0.59       29
 6850.00       -0.89       -0.45       29
 6908.20       -0.95       -0.31       29
 6909.20       -0.99       -0.16       29
 6905.10       -1.00        0.00       29
 6883.70       -0.99        0.16       29
 6834.90       -0.95        0.31       29
 6817.00       -0.89        0.45       29
 6788.70       -0.81        0.59       29
 6756.30       -0.71        0.71       29
 6737.40       -0.59        0.81       29
 6739.40       -0.45        0.89       29
 6741.80       -0.31        0.95       29
 6731.80       -0.16        0.99       29

 7021.70        0.00        0.00       30
 7031.60        0.00        0.20       30
 7038.00        0.14        0.14       30
 7016.80        0.20        0.00       30
 7014.90        0.14       -0.14       30
 7001.40        0.00       -0.20       30
 7066.20       -0.14       -0.14       30
 7100.50       -0.20        0.00       30
 7097.20       -0.14        0.14       30
 6977.90        0.00        0.40       30
 6963.10        0.15        0.37       30
 6965.90        0.28        0.28       30
 7018.80        0.37        0.15       30
 7036.50        0.40        0.00       30
 7032.30        0.37       -0.15       30
 6982.80        0.28       -0.28       30
 6944.50        0.15       -0.37       30
 6929.60        0.00       -0.40       30
 6986.30       -0.15       -0.37       30
 7038.20       -0.28       -0.28       30
 7093.40       -0.37       -0.15       30
 7112.80       -0.40        0.00       30
 7118.20       -0.37        0.15       30
 7087.80       -0.28        0.28       30
 7057.60       -0.15        0.37       30
 6884.70        0.00        0.60       30
 6855.30        0.16        0.58       30
 6854.30        0.30        0.52       30
 6920.70        0.42        0.42       30
 7001.20        0.52        0.30       30
 7047.00        0.58        0.16       30
 7046.90        0.60        0.00       30
 7047.90        0.58       -0.16       30
 7029.10        0.52       -0.30       30
 6992.50        0.42       -0.42       30
 6919.70        0.30       -0.52       30
 6889.30        0.16       -0.58       30
 6877.80        0.00       -0.60       30
 6860.90       -0.16       -0.58       30
 6961.00       -0.30       -0.52       30
 6997.30       -0.42       -0.42       30
 7017.80       -0.52       -0.30       30
 7060.80       -0.58       -0.16       30
 7092.20       -0.60        0.00       30
 7102.10       -0.58        0.16       30
 7075.30       -0.52        0.30       30
 7044.10       -0.42        0.42       30
 7003.90       -0.30        0.52       30
 6945.50       -0.16        0.58       30
 6789.20        0.00        0.80       30
 6746.30        0.16        0.78       30
 6768.80        0.31        0.74       30
 6801.50        0.44        0.67       30
 6848.40        0.57        0.57       30
 6900.30        0.67        0.44       30
 6930.60        0.74        0.31       30
 6947.50        0.78        0.16       30
 6928.60        0.80        0.00       30
 6929.60        0.78       -0.16       30
 6945.50        0.74       -0.31       30
 6958.00        0.67       -0.44       30
 6942.10        0.57       -0.57       30
 6959.00        0.44       -0.67       30
 6885.70        0.31       -0.74       30
 6806.00        0.16       -0.78       30
 6807.00        0.00       -0.80       30
 6846.40       -0.16       -0.78       30
 6895.20       -0.31       -0.74       30
 6944.50       -0.44       -0.67       30
 6972.80       -0.57       -0.57       30
 6956.00       -0.67       -0.44       30
 6972.50       -0.74       -0.31       30
 6996.30       -0.78       -0.16       30
 7011.90       -0.80        0.00       30
 7014.10       -0.78        0.16       30
 7038.60       -0.74        0.31       30
 7020.80       -0.67        0.44       30
 6978.40       -0.57        0.57       30
 6928.60       -0.44        0.67       30
 6898.20       -0.31        0.74       30
 6843.30       -0.16        0.78       30
 6680.60        0.00        1.00       30
 6635.70        0.16        0.99       30
 6636.70        0.31        0.95       30
 6672.00        0.45        0.89       30
