This is file   HUMPHR11.DAT = Jim's SUMALL.DAT
Thermoluminescent Dosimetry
Data Collection Date = June 21, 1993
Jim Humphreys
September 1993
NUMBER OF OBSERVATIONS = (21 dates ) x (1 + 18x4) =15XX (approx.)
NUMBER OF VARIABLES PER LINE IMAGE = 9 (only 7 used)
NUMBER OF DATES = 21
ORDER OF VARIABLES ON A LINE IMAGE--
   1. Date ID (21 LEVELS--1, 2, 13 to 28, 30 to 32)
   2. Hour of Day
   3. Minute
   4. Second
   5. Card ID (54 LEVELS--DRAWN FROM 1 TO 66)
  25  12 57 13     22   1      259.20       148.19       111.01
  25  13 01 47     22   4      274.66       107.73       166.93
  25  13 06 30     54   4      300.32       284.98        15.34
  25  13 10 41     54   3       10.17         7.52         2.65
  25  13 15 05     54   2       10.69         8.06         2.62
  25  13 19 20     54   1      291.40       277.16        14.24
  25  13 23 57     21   1      278.19       263.49        14.70
  25  13 28 30     21   4      278.53       264.44        14.09
  25  13 33 07     21   3       10.32         8.14         2.18
  25  13 37 45     21   2        9.85         7.64         2.21
  25  13 42 30      1   2        9.19         5.18         4.01
  25  13 47 00      1   1      287.10       231.59        55.51
  25  13 51 39      1   4      275.45       224.88        50.57
  25  13 56 09      1   3        8.34         6.12         2.22
  25  14 00 56     38   3       12.67         9.74         2.93
  25  14 05 29     38   2       10.92         8.52         2.39
  25  14 10 08     38   1      408.48       386.13        22.35
  25  14 14 47     38   4      441.55       426.75        14.81
  25  14 20 13     16   4      326.33       316.93         9.39
  25  14 24 42     16   3       11.04         8.48         2.56
  25  14 29 25     16   2        9.67         7.28         2.39
  25  14 34 07     16   1      284.47       276.32         8.15
  25  14 38 45     37   1      240.18       193.34        46.84
  25  14 43 22     37   4      247.72       200.10        47.62
  25  14 47 34     37   3        8.38         5.56         2.82
  25  14 52 28     37   2        8.10         5.61         2.49
 
  26   8 32 29      0   0      634.37       316.76       320.76
  26   8 33 43      4   4      471.35       452.30        19.38
  26   8 41 07      4   3       11.58         9.34         2.24
  26   8 45 16      4   2       10.39         8.32         2.07
  26   8 49 27      4   1      415.33       401.21        14.12
  26   8 54 14      8   1      378.05       320.47        57.58
  26   8 58 15      8   4      384.79       316.02        68.76
  26   9 02 10      8   3        9.36         6.92         2.44
  26   9 06 24      8   2       10.20         7.99         2.21
  26   9 10 53     12   2        9.45         4.72         4.73
  26   9 14 54     12   1      293.48       164.48       129.00
  26   9 19 22     12   4      342.02       198.51       143.51
  26   9 24 29     12   3       10.32         5.05         5.28
  26   9 29 10     30   3       11.98         5.67         6.31
  26   9 33 44     30   2       10.37         4.75         5.62
  26   9 37 45     30   1      406.05       194.47       211.58
  26   9 41 53     30   4      394.18       198.61       195.57
  26   9 46 11     41   4      454.43       446.32         8.11
  26   9 50 26     41   3       19.12        13.04         6.09
  26   9 54 57     41   2       11.71         8.85         2.86
  26   9 59 29     41   1      473.59       462.27        11.33
  26  10 03 59      5   1      408.73       389.33        19.40
  26  10 08 38      5   4      409.21       389.57        19.64
  26  10 13 41      5   3       12.05         9.25         2.80
  26  10 18 24      5   2       11.47         8.73         2.74
  26  10 23 06     61   2       12.33         9.26         3.07
  26  10 27 55     61   1      426.65       419.33         7.32
  26  10 32 52     61   4      365.52       358.44         7.08
  26  10 39 18     61   3       12.95         9.87         3.08
  26  10 44 05     36   3       11.75         7.67         4.08
  26  10 56 00     36   2       11.96         6.23         5.73
  26  11 00 11     36   1      330.91       249.65        81.26
  26  11 04 38     36   4      313.64       235.32        78.32
  26  11 09 27     62   4      293.23       242.09        51.14
  26  11 42 44     62   3       10.41         6.92         3.49
  26  11 47 40     62   2        9.36         6.68         2.67
  26  12 15 55     62   1      302.14       249.89        52.25
  26  12 36 53     66   1      297.04       210.75        86.29
  26  12 41 04     66   4      297.80       209.40        92.57
  26  12 45 25     66   3        8.92         5.08         3.84
  26  12 49 54     66   2        9.88         6.07         3.81
  26  12 54 23     27   2       12.35         9.27         3.08
  26  12 58 31     27   1      390.60       382.96         7.63
  26  13 02 51     27   4      388.25       381.08         7.18
  26  13 07 09     27   3       12.73         9.64         3.09
  26  13 11 39     35   3       11.47         8.60         2.87
  26  13 24 26     35   2       10.43         7.97         2.46
  26  13 28 41     35   1      362.57       345.09        17.48
  26  13 32 56     35   4      345.10       327.91        17.19
  26  13 37 26      9   4      371.40       264.25       107.15
  26  13 41 56      9   3       11.10         7.77         3.33
  26  13 46 36      9   2       10.88         7.29         3.59
  26  13 51 07      9   1      352.83       268.39        84.44
  26  13 55 43     15   1      434.48       423.46        11.02
  26  14 00 44     15   4      456.11       443.06        13.05
  26  14 05 38     15   3       14.91        11.14         3.77
  26  14 10 45     15   2       12.53         9.21         3.32
  26  14 16 01     55   2       13.59        10.08         3.51
  26  14 20 52     55   1      367.44       352.19        15.25
  26  14 25 48     55   4      325.20       311.09        14.11
  26  14 30 36     55   3       11.84         8.89         2.96
  26  14 35 29     29   3       13.65         9.90         3.76
  26  14 40 23     29   2       12.45         9.02         3.43
  26  14 45 11     29   1      416.86       400.99        15.87
  26  14 50 07     29   4      372.70       356.72        15.98
  26  14 55 21     53   4      479.49       460.35        19.13
  26  14 59 52     53   3       12.42         9.14         3.28
  26  15 04 30     53   2       13.33        10.29         3.04
  26  15 09 02     53   1      449.94       432.19        17.75
  26  15 13 27     44   1      408.71       237.28       171.43
  26  15 18 19     44   4      402.65       258.77       143.88
  26  15 22 59     44   3       11.95         7.18         4.78
  26  15 45 21     44   2       10.74         5.85         4.89
 
  27   8 23 48      0   0      639.42       319.29       320.13
  27   8 32 38     48   2       11.69         9.37         2.32
  27   8 36 27     48   1      504.22       492.34        11.87
  27   8 40 25     48   4      519.14       509.44         9.84
  27   8 44 25     48   3       11.77         9.64         2.13
  27   8 49 37     17   3        9.98         7.06         2.92
  27   8 53 44     17   2        9.04         5.96         3.08
  27   8 57 47     17   1      376.27       258.65       117.63
  27   9 01 56     17   4      371.91       258.97       112.94
  27   9 06 31     28   4      376.89       370.70         6.20
  27   9 10 58     28   3       11.63         9.15         2.48
  27   9 15 42     28   2       11.52         9.13         2.39
  27   9 20 35     28   1      375.44       368.93         6.51
  27   9 25 20     33   1      386.11       370.88        15.24
  27   9 29 57     33   4      353.84       339.52        14.32
  27   9 46 38     33   3        9.02         7.46         1.56
  27   9 51 02     33   2        9.32         7.60         1.72
  27   9 55 42     31   2        9.96         8.08         1.88
  27   9 59 51     31   1      334.82       320.69        14.13
  27  10 04 10     31   4      372.43       356.09        16.35
  27  10 08 23     31   3        9.71         7.99         1.72
  27  10 12 52     37   3        8.68         5.59         3.09
  27  10 17 07     37   2        8.08         5.77         2.31
  27  10 21 14     37   1      298.32       248.10        50.23
  27  12 12 36     37   4      317.70       250.40        67.30
  27  12 17 11     38   4      427.51       197.54       229.98
  27  12 54 08     38   3        9.74         4.96         4.78
  27  12 58 52     38   2        9.05         4.48         4.57
  27  13 03 04     38   1      378.01       165.37       212.65
  27  13 08 42     22   1      315.19       214.77       100.42
  27  13 12 46     22   4      326.98       168.36       158.62
  27  13 16 43     22   3        9.06         5.04         4.01
  27  13 20 50     22   2        8.98         4.84         4.14
  27  13 25 23      1   2        9.96         7.85         2.12
  27  13 29 50      1   1      418.43       401.41        17.03
  27  13 34 18      1   4      414.90       396.32        18.59
  27  13 38 43      1   3        9.88         7.84         2.04
  27  14 00 31     54   3       12.26         9.11         3.15
  27  14 04 56     54   2       15.51        11.95         3.56
  27  14 09 22     54   1      619.27       580.89        38.38
  27  14 13 57     54   4      475.30       464.24        11.24
  27  14 18 38     34   4      367.27       273.03        94.24
  27  14 34 23     34   3       11.18         6.47         4.71
  27  14 39 30     34   2        9.97         7.08         2.90
  27  14 43 49     34   1      310.24       233.08        77.16
  27  14 48 26     60   1      360.97       236.46       124.51
  27  14 52 35     60   4      366.63       182.75       183.87
  27  14 56 38     60   3        9.67         4.81         4.86
  27  15 00 50     60   2        9.75         4.73         5.02
  27  15 05 22     25   2       12.66         9.50         3.16
  27  15 16 40     25   1      388.58       379.47         9.11
  27  15 20 59     25   4      520.24       494.73        25.51
  27  15 25 20     25   3       13.99        10.62         3.37
  27  15 29 52      7   3       10.55         8.09         2.46
  27  15 34 16      7   2       10.65         8.06         2.59
  27  15 38 34      7   1      316.04       302.46        13.58
  27  15 42 56      7   4      348.25       332.63        15.62
  27  15 47 22     21   4      430.34       404.95        25.39
  27  15 51 54     21   3       12.35         9.66         2.70
  27  15 56 41     21   2       11.67         8.90         2.77
  27  16 01 23     21   1      384.59       374.98         9.61
  27  16 06 03     16   1      377.57       366.53        11.03
  27  16 10 51     16   4      427.54       415.63        11.91
  27  16 26 44     16   3       11.84         9.26         2.59
  27  16 31 13     16   2       10.50         8.05         2.45
  27  16 35 48     20   2        9.75         7.10         2.65
  27  16 41 07     20   1      254.10       211.18        42.92
  27  16 45 43     20   4      282.49       233.39        49.11
  27  16 50 17     20   3       10.51         7.63         2.89
  27  16 55 01     51   3        9.83         6.11         3.71
  27  16 59 36     51   2       10.33         5.26         5.08
  27  17 04 03     51   1      325.93       182.64       143.29
  27  17 08 42     51   4      360.07       246.98       113.08
 
  28  20 05 41      0   0      631.28       314.87       319.57
  28  20 07 50     40   4      548.99       536.64        12.53
  28  20 12 04     40   3       13.69        10.81         2.89
  28  20 16 20     40   2       11.74         9.42         2.32
  28  20 20 32     40   1      562.07       550.11        11.97
  28  20 25 00     50   1      392.65       164.34       228.30
  28  20 29 02     50   4      377.01       238.08       138.93
  28  20 38 13     50   3       10.63         5.33         5.31
  28  20 42 14     50   2        9.96         3.70         6.25
  28  20 49 47     26   2       11.76         9.19         2.56
  28  20 55 56     26   1      463.86       449.42        14.44
  28  21 00 05     26   4      470.63       456.44        14.19
  28  21 04 13     26   3       12.70         9.74         2.96
  28  21 11 10     13   3       10.90         8.74         2.16
  28  21 15 49     13   2       10.74         8.62         2.13
  28  21 20 11     13   1      360.84       347.46        13.37
  28  21 25 19     13   4      347.87       334.45        13.42
  28  21 30 25     19   4      380.40       281.44        98.96
  28  21 34 49     19   3       10.60         7.47         3.13
  28  21 44 46     19   2       10.34         6.66         3.68
  28  21 49 07     19   1      373.86       273.57       100.29
  28  21 58 23     58   1      326.23       215.60       110.63
  28  22 02 43     58   4      314.55       206.31       108.24
  28  22 07 52     58   3        8.74         4.61         4.13
  28  22 12 19     58   2        8.85         4.97         3.88
  28  22 16 55      6   2       11.67         8.86         2.81
  28  22 34 22      6   1      464.01       442.99        21.02
  28  22 38 38      6   4      452.03       440.04        11.99
  28  22 43 19      6   3       12.71         9.78         2.93
  28  22 47 50      3   3       11.52         9.15         2.37
  28  22 57 25      3   2       10.11         8.06         2.05
  28  23 01 45      3   1      361.37       346.36        15.01
  28  23 06 49      3   4      333.46       315.44        18.02
  28  23 11 28     32   4      411.39       394.77        16.62
  28  23 57 07     32   3       11.03         8.59         2.43
  28   0 24 21     32   2       11.53         9.11         2.42
  28   0 29 34     32   1      381.01       365.35        15.66
  28   0 50 30     24   1      319.33       260.99        58.34
  28   2 14 26     24   4      304.35       245.62        61.00
  28   2 18 50     24   3        9.65         7.12         2.53
  28   2 23 46     24   2        9.84         7.08         2.76
  28   2 28 18     43   2       10.68         8.18         2.50
  28   2 32 14     43   1      424.95       403.60        21.34
  28   2 36 36     43   4      453.74       432.72        21.02
  28   2 41 10     43   3       10.67         8.25         2.42
  28   2 45 29     47   3       11.73         8.96         2.77
  28   2 50 20     47   2       11.28         8.54         2.74
  28   6 12 19     47   1      454.26       440.49        13.77
  28   6 16 28     47   4      500.06       479.87        20.19
  28   6 21 07     52   4      369.24       299.38        69.87
  28   6 25 02     52   3       10.46         7.33         3.12
  28   6 29 08     52   2        9.24         5.80         3.44
  28   6 33 05     52   1      341.95       287.01        54.93
  28   6 37 33     64   1      334.03       319.33        14.70
  28   6 41 42     64   4      345.69       331.33        14.36
  28   6 45 48     64   3        9.69         7.56         2.13
  28   6 50 04     64   2       10.38         8.26         2.12
  28   6 54 41     18   2       11.25         6.22         5.03
  28   6 58 54     18   1      384.45       234.30       150.15
  28   7 03 15     18   4      364.61       261.12       103.49
  28   7 08 05     18   3       11.96         7.47         4.49
  28   7 12 30     23   3       10.97         5.25         5.72
  28   7 17 08     23   2       11.10         5.61         5.50
  28   7 21 42     23   1      332.16       197.72       134.44
  28   7 26 19     23   4      353.44       208.79       144.66
  28   7 30 59     10   4      441.00       427.32        13.68
  28   7 35 49     10   3       13.57        10.19         3.38
  28   7 40 58     10   2       12.66         9.19         3.47
  28   7 46 09     10   1      408.74       400.82         7.92
  28   7 51 15     56   1      311.38       164.77       146.61
  28   7 55 41     56   4      307.35       211.04        96.31
  28   8 00 02     56   3        9.48         5.52         3.96
  28   8 04 49     56   2       10.27         5.16         5.10
 
  30   8 21 00     29   2        8.72        -9.99        -9.99
  30   8 26 00     29   1      376.71        -9.99        -9.99
  30   8 26 00     29   4      333.88        -9.99        -9.99
  30   8 34 00     29   3       10.96        -9.99        -9.99
  30   8 39 00      8   3        9.11        -9.99        -9.99
  30   8 43 00      8   2        9.67        -9.99        -9.99
  30   8 48 00      8   1      352.88        -9.99        -9.99
  30   8 51 00      8   4      364.42        -9.99        -9.99
  30   8 56 00     41   4      482.03        -9.99        -9.99
  30   9  0 00     41   3       18.13        -9.99        -9.99
  30   9  5 00     41   2       11.05        -9.99        -9.99
  30   9  9 00     41   1      496.77        -9.99        -9.99
  30   9 13 00      5   1      345.69        -9.99        -9.99
  30   9 17 00      5   4      349.65        -9.99        -9.99
  30   9 23 00      5   3        9.74        -9.99        -9.99
  30   9 28 00      5   2        9.03        -9.99        -9.99
  30   9 33 00     36   2       10.12        -9.99        -9.99
  30   9 37 00     36   1      331.12        -9.99        -9.99
  30   9 41 00     36   4      317.30        -9.99        -9.99
  30   9 45 00     36   3        9.60        -9.99        -9.99
  30   9 50 00     30   3       15.54        -9.99        -9.99
  30   9 54 00     30   2       12.80        -9.99        -9.99
  30   9 59 00     30   1      556.59        -9.99        -9.99
  30  10  3 00     30   4      533.69        -9.99        -9.99
  30  10 22 00     44   4      341.72        -9.99        -9.99
  30  10 54 35     44   3        3.95         1.77         2.18
  30  10 58 55     44   2        8.71         6.56         2.15
  30  11 03 11     44   1      338.15       281.83        56.32
  30  11 07 47      4   1      386.25       371.49        14.75
  30  11 11 52      4   4      436.72       419.69        17.03
  30  11 15 54      4   3       11.73         9.50         2.22
  30  11 20 14      4   2        9.56         7.88         1.68
  30  11 24 45     62   2        8.69         6.46         2.23
  30  11 29 48     62   1      331.94       279.18        52.76
  30  11 34 09     62   4      320.73       269.65        51.07
  30  11 38 13     62   3        8.68         6.39         2.29
  30  12 42 48     35   3        9.88         4.60         5.28
  30  12 47 07     35   2        8.75         5.63         3.13
  30  12 51 38     35   1      391.68       237.65       154.02
  30  12 56 05     35   4      373.21       219.22       158.36
  30  13 00 47     27   4      364.41       352.17        12.25
  30  13 10 09     35   4        7.01         1.38         5.64
  30  13 14 52     35   3        3.39         1.32         2.07
  30  13 19 34     35   1        6.64         1.33         5.32
  30  13 25 39     27   3        9.95         8.23         1.72
  30  13 30 05     27   2       10.90         8.83         2.07
  30  13 34 37     27   1      369.11       356.19        12.91
  30  13 39 25      9   1      420.93       411.90         9.03
  30  13 43 58      9   4      429.16       409.44        19.72
  30  13 48 29      9   3       10.61         8.67         1.95
  30  13 53 12      9   2       10.23         8.45         1.78
  30  13 57 58     66   2       11.25         8.71         2.55
  30  14 10 34     66   1      357.78       349.96         7.82
  30  14 15 00     66   4      361.14       352.39         8.75
  30  14 19 28     66   3        9.27         7.34         1.93
  30  14 28 52     61   3        9.68         5.38         4.31
  30  14 34 32     61   2        8.66         4.47         4.19
  30  14 38 37     61   1      359.94       240.28       119.66
  30  14 46 23     61   4      314.56       214.79        99.77
  30  14 50 55     53   4      502.90       480.65        22.25
  30  14 55 48     53   3        9.73         7.91         1.83
  30  15 00 30     53   2       11.75         9.67         2.08
  30  15 17 53     55   1      422.36       414.67         7.69
  30  15 22 21     55   4      379.95       372.40         7.55
  30  15 26 54     55   3       11.80         9.15         2.66
  30  15 31 50     55   2       13.61        10.30         3.31
  30  15 36 31     12   2       13.87        10.42         3.45
  30  15 43 26     12   1      461.12       443.35        17.77
  30  15 48 22     12   4      535.77       520.23        15.54
  30  15 53 18     12   3       15.16        11.39         3.77
  30  15 58 08     15   3       12.77         9.78         2.99
  30  16 03 03     15   2       10.26         7.87         2.38
  30  16 08 41     15   1      393.27       377.31        15.96
  30  16 13 32     15   4      412.73       396.01        16.72
 
  31  15 28 33      0   0      624.53       313.70       313.99
  31  15 29 14     16   4      350.73       340.27        10.60
  31   8 34 37     16   3       10.06         8.06         2.00
  31   8 38 41     16   2        9.00         6.95         2.05
  31   8 42 48     16   1      304.89       295.84         9.05
  31   8 47 19     28   1      292.75       285.07         7.69
  31   8 51 42     28   4      299.11       291.57         7.54
  31   8 55 52     28   3        9.75         7.76         1.99
  31   9 00 39     28   2        9.36         7.45         1.91
  31   9 05 49     51   2       10.92         8.37         2.56
  31   9 10 07     51   1      373.70       348.24        25.46
  31   9 14 34     51   4      376.11       362.57        13.54
  31   9 19 01     51   3       10.12         7.73         2.39
  31   9 23 37     22   3        9.83         7.76         2.07
  31   9 28 31     22   2        9.29         7.33         1.96
  31   9 33 07     22   1      282.13       265.75        16.38
  31   9 38 07     22   4      306.99       285.78        21.21
  31   9 42 51     33   4      239.80       154.51        85.28
  31   9 59 06     33   3        8.39         4.09         4.29
  31  10 05 30     33   2        8.53         5.20         3.34
  31  10 10 48     33   1      257.39       157.41        99.98
  31  10 15 18     25   1      261.24       142.32       118.92
  31  10 20 01     25   4      297.09       121.43       175.65
  31  10 24 29     25   3        9.50         4.45         5.06
  31  10 28 41     25   2        8.94         4.22         4.73
  31  10 32 58     37   2       10.66         7.84         2.82
  31  10 37 45     37   1      311.91       300.41        11.50
  31  10 43 10     37   4      424.54       397.80        26.74
  31  10 48 04     37   3       12.97         9.54         3.43
  31  10 53 36      7   3        8.79         6.03         2.76
  31  10 58 24      7   2        8.53         5.98         2.55
  31  11 03 08      7   1      217.35       178.08        39.28
  31  11 08 13      7   4      236.73       192.22        44.51
  31  11 12 57     21   4      283.07       115.38       167.69
  31  11 17 47     21   3       10.25         4.93         5.32
  31  11 22 34     21   2        9.35         4.29         5.07
  31  11 27 14     21   1      266.23       147.05       119.18
  31  12 24 10     54   1      256.66       180.06        76.59
  31  12 28 14     54   4      273.06       222.19        51.88
  31  12 32 22     54   3        8.59         5.40         3.19
  31  12 36 31     54   2        9.35         6.85         2.50
  31  12 40 54     48   2       10.04         7.75         2.29
  31  12 45 11     48   1      327.85       315.78        12.07
  31  12 49 40     48   4      353.76       345.97         7.79
  31  12 54 03     48   3       11.08         8.55         2.52
  31  12 58 36     31   3       10.41         6.46         3.95
  31  13 03 04     31   2        9.55         5.29         4.26
  31  13 07 25     31   1      273.58       187.29        86.29
  31  13 12 15     31   4      351.50       196.35       155.15
  31  13 16 52     34   4      291.26       277.21        14.05
  31  13 21 28     34   3       10.12         7.70         2.43
  31  13 26 22     34   2        9.73         7.45         2.28
  31  13 31 06     34   1      249.28       237.04        12.23
  31  13 35 55     17   1      264.48       249.84        14.64
  31  13 40 31     17   4      273.01       258.47        14.54
  31  13 44 58     17   3       10.57         8.01         2.57
  31  13 49 50     17   2        9.85         7.44         2.41
  31  13 54 41     20   2        9.61         5.51         4.10
  31  13 59 08     20   1      216.55       113.56       102.98
  31  14 04 01     20   4      238.45       156.27        82.18
  31  14 08 20     20   3       10.13         6.13         4.00
  31  14 12 51     60   3       11.93         8.81         3.12
  31  14 17 57     60   2       10.69         7.75         2.93
  31  14 23 09     60   1      300.59       293.05         7.54
  31  14 28 22     60   4      347.50       332.80        14.70
  31  14 33 12      1   4      307.40       290.32        17.09
  31  15 04 08      1   3       10.24         7.67         2.57
  31  15 08 47      1   2       10.01         7.40         2.61
  31  15 12 49      1   1      310.89       294.76        16.13
  31  15 17 23     38   1      335.01       198.19       136.82
  31  15 23 48     38   4      379.85       244.29       135.56
  31  15 29 00     38   3       11.44         7.30         4.14
  31  15 35 01     38   2       11.12         6.65         4.47
 
  32   9 39 41      0   0      626.79       311.99       314.80
  32   9 41 28      1   2        6.03         1.51         4.52
  32   8 49 41      1   1      502.37       483.83        18.54
  32   8 53 51      1   4      524.48       494.08        30.92
  32   8 57 54      1   3        9.68         7.96         1.71
  32   9 03 34     17   3       11.31         9.13         2.18
  32   9 07 44     17   2       10.31         8.33         1.97
  32   9 11 57     17   1      436.89       420.71        16.18
  32   9 16 34     17   4      431.37       416.74        14.62
  32   9 21 09      7   4      314.17       203.43       110.74
  32   9 25 45      7   3        9.65         5.29         4.35
  32   9 29 55      7   2        8.68         5.28         3.40
  32   9 40 13      7   1       15.68         1.76        13.92
  32   9 44 47     38   1      495.94       470.48        25.46
  32   9 49 16     38   4      537.06       519.58        17.49
  32   9 53 46     38   3       12.55        10.03         2.52
  32   9 58 26     38   2       11.82         9.47         2.35
  32  10 03 07     20   2        9.91         7.97         1.94
  32  10 07 37     20   1      322.62       305.97        16.65
  32  10 12 16     20   4      347.83       332.16        15.67
  32  10 16 45     20   3       10.92         8.94         1.98
  32  10 21 40     33   3       10.71         8.55         2.16
  32  10 25 59     33   2       10.15         8.05         2.10
  32  10 30 12     33   1      403.32       387.75        15.57
  32  10 34 39     33   4      373.22       358.28        14.94
  32  10 41 40     16   4       34.18        21.61        12.57
  32  10 46 08     16   3       10.55         8.65         1.90
  32  10 50 46     16   2        9.86         7.75         2.11
  32  10 55 17     16   1      337.85       324.41        13.44
  32  11 00 14     60   1      296.30       244.70        51.61
  32  11 06 28     60   4      298.16       245.02        53.14
  32  11 10 53     60   3        9.23         6.38         2.85
  32  11 15 33     60   2        8.96         6.04         2.92
  32  11 20 18     51   2       12.72         9.92         2.80
  32  11 24 45     51   1      479.60       460.29        19.32
  32  11 29 18     51   4      488.69       478.93         9.76
  32  11 33 48     51   3       11.18         8.59         2.59
  32  12 29 40     31   3       12.39         9.63         2.76
  32  12 33 56     31   2       12.01         9.34         2.67
  32  12 43 02     31   1      427.34       417.51         9.83
  32  12 47 39     31   4      526.95       504.96        22.32
  32  12 52 22     48   4      460.20       361.39        98.81
  32  12 56 35     48   3       10.83         7.63         3.20
  32  13 01 04     48   2       10.37         5.72         4.65
  32  13 05 37     48   1      427.95       313.03       114.92
  32  13 10 31     54   1      421.99       399.97        22.02
  32  13 14 52     54   4      403.07       384.55        18.52
  32  13 19 02     54   3       10.37         8.14         2.24
  32  13 23 21     54   2       10.35         8.38         1.97
  32  13 27 47     37   2        9.73         4.85         4.87
  32  13 32 18     37   1      352.10       214.56       137.55
  32  13 36 49     37   4      382.38       192.75       189.63
  32  13 41 15     37   3        9.71         4.62         5.09
  32  13 46 37     25   3       10.62         6.84         3.78
  32  13 50 58     25   2        9.60         6.57         3.03
  32  13 55 14     25   1      320.55       238.31        82.25
  32  13 59 54     25   4      401.79       264.73       137.06
  32  14 04 28     22   4      339.19       181.13       158.05
  32  14 08 57     22   3        9.66         5.53         4.13
  32  14 13 26     22   2        9.39         5.29         4.11
  32  14 17 51     22   1      321.10       224.27        96.83
  32  14 22 26     34   1      346.01       338.82         7.19
  32  14 26 59     34   4      408.42       400.62         7.79
  32  14 31 26     34   3       12.72         9.70         3.02
  32  14 36 14     34   2       11.91         9.28         2.63
  32  14 40 56     28   2       10.94         7.69         3.25
  32  14 45 31     28   1      334.98       285.07        49.91
  32  14 51 10     28   4      332.70       283.06        49.64
  32  14 55 17     28   3       10.10         7.84         2.26
  32  14 59 37     21   3       11.24         5.91         5.33
  32  15 03 52     21   2       10.39         5.02         5.36
  32  15 08 03     21   1      340.90       209.36       131.54
  32  15 12 15     21   4      374.06       188.35       185.71
