This is Dataplot Data File     CHOI.DAT
Fire Research Emission "Trigger"
Mun Choi & Kevin McGrattan
Number of Observations = 4000
Observations per Line Image = 3
Order of Observations on a Line Image--
   1. Time
   2. Emission = Response Variable
   3. Voltage
Statistical Category--Comparing 2 Time Series
                      Auto & Cross Correlation
                      Auto & Cross Spectra
To Read this into Dataplot--
   SKIP 25
   SET READ FORMAT F10.4,F10.3,F10.6
   READ CHOI.DAT    TIME    EMISSION VOLTAGE
    9.0800     0.128  0.075635
    9.0850     0.018  0.072689
    9.0900     0.018  0.072786
    9.0950     0.113  0.061012
    9.1000     0.260  0.040460
    9.1050     0.435  0.033135
    9.1100     0.373  0.017882
    9.1150     0.343  0.008240
    9.1200     0.386  0.006145
    9.1250     0.522  0.006707
    9.1300     0.795  0.007836
    9.1350     1.202  0.009297
    9.1400     1.529  0.015089
    9.1450     1.290  0.026426
    9.1500     0.510  0.045593
    9.1550     0.132  0.057347
    9.1600     0.042  0.062961
    9.1650     0.015  0.063708
    9.1700     0.007  0.065966
    9.1750     0.005  0.071715
    9.1800     0.009  0.076526
    9.1850     0.189  0.064270
    9.1900     0.493  0.044224
    9.1950     0.633  0.035453
    9.2000     0.311  0.020285
    9.2050     0.208  0.011840
    9.2100     0.293  0.009460
    9.2150     0.583  0.009786
    9.2200     1.075  0.011345
    9.2250     1.416  0.015931
    9.2300     1.137  0.029209
    9.2350     0.808  0.046576
    9.2400     0.496  0.059447
    9.2450     0.198  0.064083
    9.2500     0.049  0.063615
    9.2550     0.012  0.060090
    9.2600     0.006  0.062123
    9.2650     0.005  0.068917
    9.2700     0.099  0.069686
    9.2750     0.369  0.045593
    9.2800     0.692  0.045888
    9.2850     0.473  0.031116
    9.2900     0.161  0.020112
    9.2950     0.101  0.014418
    9.3000     0.158  0.010113
    9.3050     0.399  0.010359
    9.3100     0.817  0.015173
    9.3150     1.147  0.025005
    9.3200     1.191  0.045397
    9.3250     0.943  0.060366
    9.3300     0.567  0.071134
    9.3350     0.189  0.073275
    9.3400     0.039  0.072299
    9.3450     0.009  0.068343
    9.3500     0.006  0.069013
    9.3550     0.038  0.071037
    9.3600     0.327  0.052855
    9.3650     0.632  0.043253
    9.3700     0.413  0.033135
    9.3750     0.061  0.021498
    9.3800     0.018  0.013333
    9.3850     0.010  0.007836
    9.3900     0.006  0.006948
    9.3950     0.005  0.009460
    9.4000     0.006  0.013916
    9.4050     0.026  0.023858
    9.4100     0.309  0.042672
    9.4150     0.861  0.056803
    9.4200     1.052  0.064740
    9.4250     0.194  0.071715
    9.4300     0.014  0.077222
    9.4350     0.006  0.074451
    9.4400     0.027  0.066534
    9.4450     0.285  0.045495
    9.4500     0.484  0.032031
    9.4550     0.448  0.027230
    9.4600     0.179  0.016269
    9.4650     0.028  0.007755
    9.4700     0.015  0.005107
    9.4750     0.010  0.005346
    9.4800     0.007  0.006546
    9.4850     0.004  0.008484
    9.4900     0.006  0.015678
    9.4950     0.009  0.032031
    9.5000     0.100  0.051564
    9.5050     0.591  0.066819
    9.5100     0.885  0.075437
    9.5150     0.348  0.073275
    9.5200     0.040  0.068726
    9.5250     0.035  0.067865
    9.5300     0.234  0.051463
    9.5350     0.405  0.034059
    9.5400     0.500  0.028217
    9.5450     0.364  0.011098
    9.5500     0.199  0.006788
    9.5550     0.060  0.004709
    9.5600     0.025  0.005107
    9.5650     0.015  0.005905
    9.5700     0.012  0.007029
    9.5750     0.014  0.012668
    9.5800     0.021  0.024563
    9.5850     0.135  0.042672
    9.5900     0.490  0.063054
    9.5950     0.742  0.075437
    9.6000     0.508  0.079323
    9.6050     0.180  0.072689
    9.6100     0.074  0.064834
    9.6150     0.207  0.052500
    9.6200     0.383  0.035174
    9.6250     0.540  0.026515
    9.6300     0.526  0.010769
    9.6350     0.493  0.007593
    9.6400     0.373  0.005586
    9.6450     0.260  0.006065
    9.6500     0.186  0.006466
    9.6550     0.123  0.007836
    9.6600     0.116  0.013166
    9.6650     0.204  0.022806
    9.6700     0.445  0.037140
    9.6750     0.769  0.052234
    9.6800     0.842  0.063334
    9.6850     0.367  0.068152
    9.6900     0.067  0.064177
    9.6950     0.040  0.062774
    9.7000     0.154  0.052234
    9.7050     0.337  0.035827
    9.7100     0.561  0.028577
    9.7150     0.629  0.011922
    9.7200     0.648  0.007674
    9.7250     0.722  0.006627
    9.7300     0.792  0.007109
    9.7350     0.894  0.007593
    9.7400     0.985  0.009460
    9.7450     1.082  0.015762
    9.7500     1.190  0.024828
    9.7550     1.257  0.036295
    9.7600     1.025  0.044517
    9.7650     0.477  0.056351
    9.7700     0.117  0.059263
    9.7750     0.041  0.060274
    9.7800     0.056  0.056713
    9.7850     0.178  0.044127
    9.7900     0.327  0.033319
    9.7950     0.524  0.028487
    9.8000     0.620  0.012751
    9.8050     0.637  0.007432
    9.8100     0.677  0.006306
    9.8150     0.748  0.006546
    9.8200     0.807  0.006466
    9.8250     0.865  0.008484
    9.8300     0.957  0.014000
    9.8350     1.077  0.021411
    9.8400     1.129  0.031573
    9.8450     0.891  0.039696
    9.8500     0.470  0.049454
    9.8550     0.159  0.054103
    9.8600     0.072  0.054820
    9.8650     0.104  0.050657
    9.8700     0.215  0.054282
    9.8750     0.353  0.088245
    9.8800     0.557  0.061104
    9.8850     0.656  0.030569
    9.8900     0.633  0.018651
    9.8950     0.559  0.013333
    9.9000     0.507  0.010113
    9.9050     0.521  0.007916
    9.9100     0.598  0.008890
    9.9150     0.711  0.012502
    9.9200     0.860  0.018823
    9.9250     0.951  0.028847
    9.9300     0.796  0.039220
    9.9350     0.485  0.049754
    9.9400     0.222  0.055179
    9.9450     0.106  0.053478
    9.9500     0.127  0.049554
    9.9550     0.231  0.039982
    9.9600     0.380  0.032950
    9.9650     0.654  0.023507
    9.9700     0.749  0.010031
    9.9750     0.639  0.007674
    9.9800     0.485  0.006868
    9.9850     0.422  0.005586
    9.9900     0.513  0.004868
    9.9950     0.718  0.006788
   10.0000     0.982  0.010687
   10.0050     1.157  0.017032
   10.0100     1.007  0.028397
   10.0150     0.667  0.038745
   10.0200     0.343  0.046478
   10.0250     0.141  0.052944
   10.0300     0.075  0.053389
   10.0350     0.109  0.050255
   10.0400     0.228  0.040460
   10.0450     0.402  0.033227
   10.0500     0.729  0.021846
   10.0550     0.729  0.009134
   10.0600     0.482  0.007997
   10.0650     0.279  0.006868
   10.0700     0.251  0.005346
   10.0750     0.377  0.004709
   10.0800     0.646  0.006466
   10.0850     0.982  0.009134
   10.0900     1.193  0.015341
   10.0950     1.021  0.026961
   10.1000     0.680  0.038556
   10.1050     0.358  0.046281
   10.1100     0.141  0.054193
   10.1150     0.058  0.054820
   10.1200     0.077  0.053835
   10.1250     0.204  0.044419
   10.1300     0.421  0.035267
   10.1350     0.886  0.021672
   10.1400     0.649  0.009460
   10.1450     0.301  0.008727
   10.1500     0.149  0.007109
   10.1550     0.135  0.005107
   10.1600     0.226  0.004948
   10.1650     0.445  0.006386
   10.1700     0.743  0.008240
   10.1750     1.021  0.013333
   10.1800     1.100  0.024563
   10.1850     0.807  0.036107
   10.1900     0.452  0.044615
   10.1950     0.178  0.054014
   10.2000     0.060  0.054640
   10.2050     0.070  0.053478
   10.2100     0.211  0.044615
   10.2150     0.462  0.035081
   10.2200     0.908  0.020544
   10.2250     0.619  0.009541
   10.2300     0.288  0.009052
   10.2350     0.173  0.006948
   10.2400     0.181  0.005107
   10.2450     0.293  0.005266
   10.2500     0.477  0.006466
   10.2550     0.682  0.007997
   10.2600     0.856  0.013416
   10.2650     0.973  0.024475
   10.2700     0.862  0.036107
   10.2750     0.525  0.046182
   10.2800     0.207  0.054730
   10.2850     0.056  0.054193
   10.2900     0.073  0.053389
   10.2950     0.248  0.043641
   10.3000     0.581  0.033689
   10.3050     0.905  0.018138
   10.3100     0.624  0.009541
   10.3150     0.387  0.008890
   10.3200     0.347  0.006788
   10.3250     0.454  0.005346
   10.3300     0.653  0.006065
   10.3350     0.843  0.007432
   10.3400     0.972  0.009541
   10.3450     1.026  0.016438
   10.3500     1.000  0.027767
   10.3550     0.770  0.037705
   10.3600     0.434  0.049155
   10.3650     0.134  0.052855
   10.3700     0.043  0.052057
   10.3750     0.104  0.050858
   10.3800     0.310  0.039030
   10.3850     0.654  0.030660
   10.3900     0.805  0.014753
   10.3950     0.671  0.008971
   10.4000     0.606  0.008321
   10.4050     0.701  0.006466
   10.4100     0.911  0.005665
   10.4150     1.122  0.006948
   10.4200     1.226  0.008402
   10.4250     1.221  0.012005
   10.4300     1.082  0.020026
   10.4350     0.813  0.030296
   10.4400     0.494  0.037705
   10.4450     0.203  0.046576
   10.4500     0.054  0.048457
   10.4550     0.048  0.049654
   10.4600     0.180  0.044224
   10.4650     0.390  0.034987
   10.4700     0.681  0.027051
   10.4750     0.712  0.011016
   10.4800     0.722  0.008240
   10.4850     0.829  0.007755
   10.4900     0.994  0.006065
   10.4950     1.104  0.006226
   10.5000     1.067  0.007997
   10.5050     0.991  0.010359
   10.5100     0.889  0.015089
   10.5150     0.664  0.024652
   10.5200     0.362  0.032490
   10.5250     0.132  0.043059
   10.5300     0.038  0.047961
   10.5350     0.023  0.050858
   10.5400     0.071  0.048557
   10.5450     0.232  0.037422
   10.5500     0.441  0.032582
   10.5550     0.661  0.022718
   10.5600     0.707  0.009297
   10.5650     0.836  0.008321
   10.5700     1.004  0.007593
   10.5750     1.110  0.006386
   10.5800     1.039  0.007674
   10.5850     0.878  0.010523
   10.5900     0.767  0.014334
   10.5950     0.564  0.022194
   10.6000     0.266  0.030387
   10.6050     0.090  0.041996
   10.6100     0.028  0.048955
   10.6150     0.017  0.052766
   10.6200     0.026  0.052322
   10.6250     0.126  0.044030
   10.6300     0.284  0.033781
   10.6350     0.506  0.031939
   10.6400     0.732  0.018053
   10.6450     0.863  0.008971
   10.6500     1.032  0.008646
   10.6550     1.183  0.008078
   10.6600     1.216  0.008321
   10.6650     1.051  0.011757
   10.6700     0.811  0.017371
   10.6750     0.500  0.025271
   10.6800     0.182  0.033411
   10.6850     0.046  0.047366
   10.6900     0.015  0.053300
   10.6950     0.008  0.055539
   10.7000     0.007  0.056351
   10.7050     0.021  0.054640
   10.7100     0.142  0.043835
   10.7150     0.305  0.034987
   10.7200     0.556  0.033781
   10.7250     0.855  0.017882
   10.7300     1.031  0.009868
   10.7350     1.186  0.009786
   10.7400     1.301  0.009623
   10.7450     1.283  0.011263
   10.7500     1.085  0.016947
   10.7550     0.682  0.024563
   10.7600     0.240  0.032306
   10.7650     0.063  0.049955
   10.7700     0.019  0.056984
   10.7750     0.008  0.057620
   10.7800     0.007  0.056713
   10.7850     0.007  0.057166
   10.7900     0.043  0.055629
   10.7950     0.192  0.039887
   10.8000     0.370  0.036670
   10.8050     0.704  0.031299
   10.8100     0.954  0.014418
   10.8150     1.105  0.009704
   10.8200     1.251  0.009868
   10.8250     1.305  0.010195
   10.8300     1.188  0.013749
   10.8350     0.896  0.021151
   10.8400     0.431  0.028397
   10.8450     0.128  0.043156
   10.8500     0.036  0.056441
   10.8550     0.012  0.058805
   10.8600     0.007  0.057347
   10.8650     0.006  0.057166
   10.8700     0.009  0.059906
   10.8750     0.077  0.055539
   10.8800     0.232  0.038840
   10.8850     0.443  0.039220
   10.8900     0.811  0.026783
   10.8950     0.995  0.011592
   10.9000     1.131  0.009786
   10.9050     1.270  0.009868
   10.9100     1.278  0.010769
   10.9150     1.097  0.015762
   10.9200     0.728  0.024387
   10.9250     0.287  0.031390
   10.9300     0.078  0.049255
   10.9350     0.022  0.057257
   10.9400     0.010  0.057711
   10.9450     0.007  0.056441
   10.9500     0.006  0.058988
   10.9550     0.014  0.061659
   10.9600     0.133  0.050356
   10.9650     0.289  0.039125
   10.9700     0.551  0.039030
   10.9750     0.808  0.018908
   10.9800     0.907  0.008971
   10.9850     1.090  0.008565
   10.9900     1.278  0.008565
   10.9950     1.266  0.009868
   11.0000     1.033  0.015510
   11.0050     0.644  0.024475
   11.0100     0.223  0.032582
   11.0150     0.050  0.049155
   11.0200     0.014  0.054640
   11.0250     0.007  0.054999
   11.0300     0.006  0.055990
   11.0350     0.006  0.061659
   11.0400     0.018  0.065399
   11.0450     0.161  0.051160
   11.0500     0.352  0.041611
   11.0550     0.683  0.035827
   11.0600     0.833  0.014837
   11.0650     0.880  0.008890
   11.0700     1.085  0.008565
   11.0750     1.290  0.008321
   11.0800     1.263  0.009786
   11.0850     0.993  0.015678
   11.0900     0.629  0.024652
   11.0950     0.249  0.032582
   11.1000     0.057  0.047663
   11.1050     0.014  0.053478
   11.1100     0.007  0.054910
   11.1150     0.005  0.057711
   11.1200     0.005  0.062868
   11.1250     0.038  0.062774
   11.1300     0.204  0.044712
   11.1350     0.396  0.041034
   11.1400     0.685  0.029209
   11.1450     0.753  0.010523
   11.1500     0.803  0.007593
   11.1550     1.028  0.007513
   11.1600     1.247  0.007029
   11.1650     1.176  0.009052
   11.1700     0.901  0.014837
   11.1750     0.612  0.024475
   11.1800     0.261  0.032766
   11.1850     0.063  0.047465
   11.1900     0.014  0.053122
   11.1950     0.007  0.055719
   11.2000     0.004  0.059355
   11.2050     0.005  0.064834
   11.2100     0.050  0.062868
   11.2150     0.228  0.044030
   11.2200     0.433  0.040364
   11.2250     0.719  0.024299
   11.2300     0.776  0.009052
   11.2350     0.782  0.008078
   11.2400     0.982  0.007109
   11.2450     1.228  0.006788
   11.2500     1.170  0.008727
   11.2550     0.870  0.014167
   11.2600     0.599  0.023595
   11.2650     0.258  0.033411
   11.2700     0.063  0.047861
   11.2750     0.013  0.054103
   11.2800     0.006  0.056622
   11.2850     0.004  0.060735
   11.2900     0.005  0.065022
   11.2950     0.071  0.061196
   11.3000     0.256  0.042092
   11.3050     0.432  0.039315
   11.3100     0.612  0.019940
   11.3150     0.633  0.007997
   11.3200     0.595  0.007190
   11.3250     0.755  0.006065
   11.3300     1.077  0.005745
   11.3350     1.168  0.007997
   11.3400     0.902  0.012502
   11.3450     0.645  0.022020
   11.3500     0.348  0.035547
   11.3550     0.092  0.048457
   11.3600     0.016  0.055539
   11.3650     0.007  0.058258
   11.3700     0.005  0.061659
   11.3750     0.004  0.066060
   11.3800     0.065  0.063615
   11.3850     0.280  0.043544
   11.3900     0.462  0.038556
   11.3950     0.524  0.017882
   11.4000     0.434  0.008078
   11.4050     0.334  0.007029
   11.4100     0.453  0.005745
   11.4150     0.836  0.005665
   11.4200     1.205  0.007755
   11.4250     1.080  0.010851
   11.4300     0.744  0.020112
   11.4350     0.424  0.036201
   11.4400     0.132  0.049255
   11.4450     0.025  0.058166
   11.4500     0.007  0.061012
   11.4550     0.005  0.063428
   11.4600     0.004  0.066629
   11.4650     0.042  0.067389
   11.4700     0.278  0.047961
   11.4750     0.464  0.039887
   11.4800     0.434  0.020717
   11.4850     0.328  0.008240
   11.4900     0.260  0.006948
   11.4950     0.342  0.005426
   11.5000     0.687  0.005905
   11.5050     1.130  0.007836
   11.5100     1.140  0.011180
   11.5150     0.804  0.021759
   11.5200     0.494  0.040269
   11.5250     0.192  0.054640
   11.5300     0.040  0.065493
   11.5350     0.011  0.066819
   11.5400     0.005  0.067579
   11.5450     0.003  0.068439
   11.5500     0.011  0.072689
   11.5550     0.216  0.057347
   11.5600     0.435  0.042092
   11.5650     0.453  0.027767
   11.5700     0.313  0.009950
   11.5750     0.268  0.006868
   11.5800     0.306  0.005107
   11.5850     0.572  0.005665
   11.5900     0.993  0.007029
   11.5950     1.132  0.008890
   11.6000     0.839  0.017371
   11.6050     0.570  0.036670
   11.6100     0.316  0.058440
   11.6150     0.097  0.072396
   11.6200     0.019  0.074451
   11.6250     0.006  0.072299
   11.6300     0.003  0.071618
   11.6350     0.005  0.074451
   11.6400     0.148  0.064177
   11.6450     0.380  0.041899
   11.6500     0.458  0.034059
   11.6550     0.293  0.012171
   11.6600     0.237  0.006868
   11.6650     0.228  0.004868
   11.6700     0.371  0.005825
   11.6750     0.730  0.006386
   11.6800     1.067  0.007513
   11.6850     0.936  0.013749
   11.6900     0.643  0.030478
   11.6950     0.426  0.057711
   11.7000     0.193  0.078520
   11.7050     0.043  0.085645
   11.7100     0.009  0.080028
   11.7150     0.005  0.076924
   11.7200     0.005  0.078520
   11.7250     0.067  0.074255
   11.7300     0.329  0.048557
   11.7350     0.435  0.039696
   11.7400     0.236  0.016777
   11.7450     0.162  0.006627
   11.7500     0.175  0.004868
   11.7550     0.225  0.005586
   11.7600     0.458  0.005745
   11.7650     0.884  0.006627
   11.7700     1.093  0.011757
   11.7750     0.856  0.025005
   11.7800     0.580  0.052855
   11.7850     0.294  0.082054
   11.7900     0.084  0.094180
   11.7950     0.019  0.087305
   11.8000     0.007  0.084099
   11.8050     0.005  0.083996
   11.8100     0.010  0.087097
   11.8150     0.228  0.066819
   11.8200     0.388  0.047564
   11.8250     0.244  0.031756
   11.8300     0.101  0.007916
   11.8350     0.134  0.005266
   11.8400     0.202  0.005346
   11.8450     0.334  0.005266
   11.8500     0.656  0.006145
   11.8550     1.030  0.010113
   11.8600     1.019  0.018395
   11.8650     0.773  0.041707
   11.8700     0.480  0.076924
   11.8750     0.191  0.096988
   11.8800     0.053  0.093858
   11.8850     0.016  0.090664
   11.8900     0.007  0.088349
   11.8950     0.005  0.089609
   11.9000     0.102  0.083279
   11.9050     0.338  0.055899
   11.9100     0.362  0.044419
   11.9150     0.133  0.016354
   11.9200     0.117  0.006386
   11.9250     0.219  0.005346
   11.9300     0.375  0.004788
   11.9350     0.629  0.006145
   11.9400     0.959  0.009134
   11.9450     1.044  0.014837
   11.9500     0.863  0.032766
   11.9550     0.637  0.068726
   11.9600     0.323  0.095256
   11.9650     0.118  0.097750
   11.9700     0.038  0.095148
   11.9750     0.011  0.093322
   11.9800     0.006  0.091723
   11.9850     0.017  0.094394
   11.9900     0.266  0.069974
   11.9950     0.397  0.049454
   12.0000     0.230  0.028217
   12.0050     0.126  0.008402
   12.0100     0.211  0.005187
   12.0150     0.415  0.004550
   12.0200     0.684  0.005825
   12.0250     0.954  0.008321
   12.0300     1.009  0.012585
   12.0350     0.840  0.027319
   12.0400     0.655  0.060827
   12.0450     0.412  0.096229
   12.0500     0.165  0.105850
   12.0550     0.054  0.100493
   12.0600     0.016  0.097859
   12.0650     0.006  0.094717
   12.0700     0.007  0.096880
   12.0750     0.189  0.077920
   12.0800     0.372  0.050758
   12.0850     0.311  0.037234
   12.0900     0.144  0.010523
   12.0950     0.179  0.005266
   12.1000     0.361  0.004233
   12.1050     0.632  0.005825
   12.1100     0.902  0.007432
   12.1150     0.980  0.010359
   12.1200     0.820  0.021759
   12.1250     0.655  0.049354
   12.1300     0.465  0.088140
   12.1350     0.211  0.108005
   12.1400     0.066  0.103827
   12.1450     0.019  0.098843
   12.1500     0.007  0.096880
   12.1550     0.006  0.098078
   12.1600     0.106  0.086577
   12.1650     0.340  0.055179
   12.1700     0.399  0.043350
   12.1750     0.230  0.014669
   12.1800     0.230  0.006145
   12.1850     0.404  0.004788
   12.1900     0.657  0.006386
   12.1950     0.920  0.007190
   12.2000     1.010  0.010031
   12.2050     0.862  0.020199
   12.2100     0.700  0.044419
   12.2150     0.519  0.081546
   12.2200     0.262  0.104499
   12.2250     0.094  0.102376
   12.2300     0.031  0.097641
   12.2350     0.011  0.096337
   12.2400     0.006  0.098406
   12.2450     0.041  0.093643
   12.2500     0.298  0.063989
   12.2550     0.421  0.047168
   12.2600     0.301  0.021585
   12.2650     0.267  0.006627
   12.2700     0.435  0.005027
   12.2750     0.703  0.006306
   12.2800     0.954  0.007109
   12.2850     1.024  0.009950
   12.2900     0.871  0.019510
   12.2950     0.707  0.040555
   12.3000     0.522  0.073568
   12.3050     0.267  0.096880
   12.3100     0.092  0.097750
   12.3150     0.028  0.093108
   12.3200     0.011  0.093002
   12.3250     0.005  0.094287
   12.3300     0.023  0.091405
   12.3350     0.251  0.066155
   12.3400     0.389  0.047861
   12.3450     0.325  0.027947
   12.3500     0.259  0.007271
   12.3550     0.402  0.005107
   12.3600     0.667  0.006065
   12.3650     0.927  0.006306
   12.3700     1.005  0.009215
   12.3750     0.854  0.017201
   12.3800     0.682  0.034523
   12.3850     0.511  0.065022
   12.3900     0.279  0.090875
   12.3950     0.087  0.094717
   12.4000     0.023  0.089293
   12.4050     0.009  0.088768
   12.4100     0.005  0.089609
   12.4150     0.016  0.086681
   12.4200     0.237  0.064364
   12.4250     0.394  0.046379
   12.4300     0.373  0.029661
   12.4350     0.301  0.008808
   12.4400     0.426  0.007109
   12.4450     0.675  0.006707
   12.4500     0.937  0.006466
   12.4550     1.033  0.009215
   12.4600     0.883  0.016016
   12.4650     0.695  0.030843
   12.4700     0.513  0.058805
   12.4750     0.279  0.083791
   12.4800     0.090  0.089819
   12.4850     0.022  0.085851
   12.4900     0.009  0.086059
   12.4950     0.005  0.086681
   12.5000     0.011  0.085231
   12.5050     0.202  0.066439
   12.5100     0.372  0.046478
   12.5150     0.396  0.031025
   12.5200     0.322  0.008240
   12.5250     0.425  0.006386
   12.5300     0.671  0.005586
   12.5350     0.936  0.005825
   12.5400     1.071  0.008646
   12.5450     0.929  0.014000
   12.5500     0.721  0.026694
   12.5550     0.524  0.052322
   12.5600     0.279  0.076130
   12.5650     0.086  0.083996
   12.5700     0.020  0.082156
   12.5750     0.008  0.082972
   12.5800     0.004  0.083074
   12.5850     0.008  0.083176
   12.5900     0.167  0.069013
   12.5950     0.346  0.047070
   12.6000     0.406  0.034987
   12.6050     0.318  0.009704
   12.6100     0.383  0.006868
   12.6150     0.592  0.005586
   12.6200     0.869  0.005586
   12.6250     1.104  0.008240
   12.6300     1.060  0.011922
   12.6350     0.832  0.022107
   12.6400     0.611  0.044908
   12.6450     0.325  0.068726
   12.6500     0.104  0.079424
   12.6550     0.027  0.079424
   12.6600     0.009  0.080735
   12.6650     0.005  0.081546
   12.6700     0.006  0.083586
   12.6750     0.114  0.076526
   12.6800     0.308  0.050456
   12.6850     0.413  0.040078
   12.6900     0.335  0.013416
   12.6950     0.356  0.006868
   12.7000     0.556  0.005107
   12.7050     0.834  0.005665
   12.7100     1.095  0.007836
   12.7150     1.101  0.010359
   12.7200     0.865  0.018309
   12.7250     0.628  0.037516
   12.7300     0.349  0.059172
   12.7350     0.109  0.071715
   12.7400     0.025  0.075141
   12.7450     0.008  0.075734
   12.7500     0.004  0.075832
   12.7550     0.004  0.078621
   12.7600     0.070  0.076229
   12.7650     0.281  0.051665
   12.7700     0.417  0.042092
   12.7750     0.376  0.018566
   12.7800     0.370  0.007271
   12.7850     0.523  0.005266
   12.7900     0.766  0.005825
   12.7950     1.063  0.007513
   12.8000     1.154  0.009134
   12.8050     0.932  0.016438
   12.8100     0.687  0.033874
   12.8150     0.389  0.055089
   12.8200     0.127  0.069109
   12.8250     0.030  0.074944
   12.8300     0.009  0.075338
   12.8350     0.005  0.075338
   12.8400     0.005  0.078020
   12.8450     0.028  0.080028
   12.8500     0.250  0.058805
   12.8550     0.416  0.044810
   12.8600     0.399  0.025094
   12.8650     0.350  0.007836
   12.8700     0.453  0.005665
   12.8750     0.635  0.006386
   12.8800     0.969  0.007109
   12.8850     1.217  0.008078
   12.8900     1.099  0.013666
   12.8950     0.829  0.027230
   12.9000     0.480  0.046084
   12.9050     0.166  0.062030
   12.9100     0.043  0.071134
   12.9150     0.013  0.071813
   12.9200     0.007  0.072202
   12.9250     0.004  0.074944
   12.9300     0.009  0.080028
   12.9350     0.195  0.064740
   12.9400     0.385  0.046182
   12.9450     0.412  0.033966
   12.9500     0.300  0.009378
   12.9550     0.366  0.005985
   12.9600     0.541  0.006226
   12.9650     0.856  0.006306
   12.9700     1.170  0.007029
   12.9750     1.151  0.011263
   12.9800     0.887  0.021411
   12.9850     0.579  0.038651
   12.9900     0.222  0.054372
   12.9950     0.056  0.069013
   13.0000     0.014  0.070071
   13.0050     0.007  0.069878
   13.0100     0.005  0.071715
   13.0150     0.006  0.075931
   13.0200     0.138  0.068152
   13.0250     0.366  0.046379
   13.0300     0.469  0.039030
   13.0350     0.392  0.013000
   13.0400     0.419  0.007109
   13.0450     0.520  0.006707
   13.0500     0.779  0.006386
   13.0550     1.137  0.007109
   13.0600     1.224  0.010851
   13.0650     0.982  0.018737
   13.0700     0.663  0.034708
   13.0750     0.272  0.050657
   13.0800     0.071  0.067104
   13.0850     0.018  0.069109
   13.0900     0.008  0.069301
   13.0950     0.005  0.070360
   13.1000     0.004  0.073666
   13.1050     0.064  0.072591
   13.1100     0.315  0.050657
   13.1150     0.459  0.043156
   13.1200     0.371  0.018994
   13.1250     0.344  0.007755
   13.1300     0.429  0.006546
   13.1350     0.642  0.005665
   13.1400     1.011  0.006788
   13.1450     1.224  0.009786
   13.1500     1.054  0.015425
   13.1550     0.774  0.029480
   13.1600     0.396  0.049055
   13.1650     0.113  0.066629
   13.1700     0.028  0.070650
   13.1750     0.010  0.070553
   13.1800     0.006  0.070457
   13.1850     0.004  0.071424
   13.1900     0.021  0.075240
   13.1950     0.286  0.056984
   13.2000     0.474  0.043544
   13.2050     0.409  0.024034
   13.2100     0.326  0.008971
   13.2150     0.337  0.006627
   13.2200     0.461  0.005506
   13.2250     0.803  0.006627
   13.2300     1.170  0.008890
   13.2350     1.171  0.012751
   13.2400     0.901  0.025448
   13.2450     0.538  0.046971
   13.2500     0.190  0.064834
   13.2550     0.050  0.072689
   13.2600     0.015  0.073373
   13.2650     0.007  0.072299
   13.2700     0.005  0.072202
   13.2750     0.009  0.077820
   13.2800     0.223  0.063054
   13.2850     0.421  0.044712
   13.2900     0.333  0.032490
   13.2950     0.193  0.011180
   13.3000     0.227  0.005985
   13.3050     0.320  0.004629
   13.3100     0.575  0.005905
   13.3150     0.984  0.007351
   13.3200     1.180  0.009541
   13.3250     0.976  0.018823
   13.3300     0.687  0.039601
   13.3350     0.333  0.061752
   13.3400     0.096  0.077721
   13.3450     0.023  0.077222
   13.3500     0.007  0.074255
   13.3550     0.005  0.072689
   13.3600     0.005  0.076625
   13.3650     0.099  0.074353
   13.3700     0.369  0.049654
   13.3750     0.446  0.041515
   13.3800     0.275  0.017201
   13.3850     0.256  0.007109
   13.3900     0.300  0.005107
   13.3950     0.453  0.006306
   13.4000     0.805  0.006948
   13.4050     1.142  0.008240
   13.4100     1.083  0.014837
   13.4150     0.805  0.031025
   13.4200     0.489  0.056441
   13.4250     0.179  0.075536
   13.4300     0.040  0.081241
   13.4350     0.010  0.077322
   13.4400     0.006  0.074550
   13.4450     0.004  0.076328
   13.4500     0.030  0.077421
   13.4550     0.297  0.055719
   13.4600     0.432  0.043447
   13.4650     0.255  0.023507
   13.4700     0.186  0.006788
   13.4750     0.269  0.005107
   13.4800     0.411  0.005905
   13.4850     0.714  0.006226
   13.4900     1.058  0.007432
   13.4950     1.089  0.012834
   13.5000     0.835  0.025625
   13.5050     0.571  0.051362
   13.5100     0.272  0.077421
   13.5150     0.077  0.089504
   13.5200     0.015  0.083483
   13.5250     0.006  0.079826
   13.5300     0.005  0.079927
   13.5350     0.008  0.082360
   13.5400     0.226  0.064458
   13.5450     0.406  0.046773
   13.5500     0.264  0.032398
   13.5550     0.123  0.008159
   13.5600     0.168  0.005266
   13.5650     0.293  0.005506
   13.5700     0.537  0.005346
   13.5750     0.914  0.006788
   13.5800     1.109  0.010851
   13.5850     0.926  0.019768
   13.5900     0.687  0.042575
   13.5950     0.406  0.076030
   13.6000     0.142  0.093108
   13.6050     0.033  0.090241
   13.6100     0.011  0.086162
   13.6150     0.005  0.084304
   13.6200     0.005  0.084922
   13.6250     0.114  0.079726
   13.6300     0.338  0.054820
   13.6350     0.350  0.043253
   13.6400     0.130  0.014585
   13.6450     0.117  0.006627
   13.6500     0.233  0.005187
   13.6550     0.448  0.004788
   13.6600     0.795  0.006546
